latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),cloud_cover (%),wind_speed_10m (km/h)
2024-06-09T11:00,19.2,76,0.00,79,5.7
2024-06-09T12:00,20.3,72,0.00,80,5.4
2024-06-09T13:00,21.3,68,0.00,100,6.4
2024-06-09T14:00,21.5,65,0.00,84,5.4
2024-06-09T15:00,20.3,77,5.70,92,7.9
2024-06-09T16:00,19.2,82,0.60,68,3.8
2024-06-09T17:00,19.5,81,0.20,100,3.1
2024-06-09T18:00,19.3,83,0.30,61,4.2
2024-06-09T19:00,19.0,85,0.10,68,4.6
2024-06-09T20:00,18.1,89,0.40,83,7.3
2024-06-09T21:00,17.1,94,0.00,64,6.9
2024-06-09T22:00,16.2,97,0.30,100,8.9
2024-06-09T23:00,15.7,97,5.20,100,8.8
2024-06-10T00:00,15.4,97,0.80,100,6.5
2024-06-10T01:00,15.5,95,0.50,100,7.3
2024-06-10T02:00,15.3,95,0.90,100,7.2
2024-06-10T03:00,15.4,93,1.40,100,4.0
2024-06-10T04:00,15.3,94,1.20,100,5.6
2024-06-10T05:00,15.1,94,0.80,95,6.1
2024-06-10T06:00,14.7,91,1.70,100,8.2
2024-06-10T07:00,14.2,93,1.10,100,9.5
2024-06-10T08:00,14.2,91,0.50,90,11.5
2024-06-10T09:00,14.2,89,0.30,89,9.1
2024-06-10T10:00,14.7,87,0.00,68,7.7
2024-06-10T11:00,15.7,81,0.10,54,10.6
2024-06-10T12:00,17.0,73,0.20,55,12.2
2024-06-10T13:00,17.7,68,0.30,97,12.8
2024-06-10T14:00,18.2,65,0.30,58,12.5
2024-06-10T15:00,20.0,53,0.00,48,12.8
2024-06-10T16:00,20.7,48,0.00,19,13.0
2024-06-10T17:00,20.4,46,0.00,26,12.5
2024-06-10T18:00,19.9,50,0.00,17,12.8
2024-06-10T19:00,18.8,56,0.00,14,14.3
2024-06-10T20:00,17.1,63,0.00,25,12.6
2024-06-10T21:00,15.8,66,0.00,34,7.3
2024-06-10T22:00,14.8,68,0.00,30,7.2
2024-06-10T23:00,14.4,70,0.00,15,9.0
2024-06-11T00:00,13.6,76,0.00,15,8.3
2024-06-11T01:00,13.3,80,0.20,68,7.7
2024-06-11T02:00,12.9,85,0.60,100,6.2
2024-06-11T03:00,13.0,89,0.90,86,8.6
2024-06-11T04:00,12.3,83,0.20,100,10.0
2024-06-11T05:00,11.2,84,0.20,100,8.2
2024-06-11T06:00,10.5,85,0.90,100,7.9
2024-06-11T07:00,10.4,86,0.80,100,6.8
2024-06-11T08:00,10.5,85,0.50,100,7.4
2024-06-11T09:00,10.5,84,0.50,98,7.6
2024-06-11T10:00,10.5,81,0.30,60,7.2
2024-06-11T11:00,11.0,78,0.10,61,6.8
2024-06-11T12:00,11.3,77,0.10,68,6.4
2024-06-11T13:00,11.9,73,0.00,62,5.5
2024-06-11T14:00,12.2,71,0.00,71,6.6
2024-06-11T15:00,11.9,76,0.10,100,0.5
2024-06-11T16:00,12.3,75,0.10,73,1.4
2024-06-11T17:00,12.7,73,0.00,68,1.8
2024-06-11T18:00,13.0,71,0.00,68,2.9
2024-06-11T19:00,12.6,73,0.10,81,2.6
2024-06-11T20:00,12.1,78,0.20,73,1.8
2024-06-11T21:00,11.4,83,0.20,97,3.1
2024-06-11T22:00,10.9,88,0.10,100,2.5
2024-06-11T23:00,10.9,87,0.10,87,2.8
2024-06-12T00:00,10.7,87,0.10,100,3.0
2024-06-12T01:00,10.2,90,0.00,100,3.1
2024-06-12T02:00,10.4,86,0.00,100,2.5
2024-06-12T03:00,10.4,91,0.00,46,1.8
2024-06-12T04:00,10.2,92,0.00,11,2.7
2024-06-12T05:00,9.9,96,0.00,26,3.7
2024-06-12T06:00,9.8,100,0.00,92,2.7
2024-06-12T07:00,10.3,100,0.00,95,2.1
2024-06-12T08:00,11.8,84,0.00,21,1.3
2024-06-12T09:00,12.8,77,0.00,12,3.1
2024-06-12T10:00,13.8,74,0.00,10,4.5
2024-06-12T11:00,14.6,70,0.00,14,5.1
2024-06-12T12:00,15.1,67,0.30,35,6.2
2024-06-12T13:00,15.9,63,0.00,30,6.7
2024-06-12T14:00,16.4,59,0.00,13,7.4
2024-06-12T15:00,17.4,47,0.00,20,5.2
2024-06-12T16:00,17.7,45,0.00,60,5.4
2024-06-12T17:00,18.2,45,0.00,23,5.2
2024-06-12T18:00,18.2,42,0.00,22,6.0
2024-06-12T19:00,17.3,50,0.00,13,6.2
2024-06-12T20:00,16.1,62,0.00,17,4.7
2024-06-12T21:00,13.9,69,0.00,38,5.8
2024-06-12T22:00,12.8,69,0.00,30,5.9
2024-06-12T23:00,11.7,75,0.00,64,5.9
2024-06-13T00:00,11.5,78,0.00,69,5.9
2024-06-13T01:00,10.4,86,0.00,5,5.1
2024-06-13T02:00,10.5,85,0.00,22,4.0
2024-06-13T03:00,10.0,90,0.10,38,4.7
2024-06-13T04:00,10.7,89,0.10,35,3.7
2024-06-13T05:00,11.0,90,0.10,72,0.4
2024-06-13T06:00,9.6,94,0.00,100,4.3
2024-06-13T07:00,11.4,87,0.00,49,3.9
2024-06-13T08:00,12.0,79,0.20,89,3.7
2024-06-13T09:00,12.4,79,0.10,40,4.7
2024-06-13T10:00,13.2,77,0.00,45,4.3
2024-06-13T11:00,14.4,74,0.00,8,3.3
2024-06-13T12:00,15.7,70,0.00,12,2.3
2024-06-13T13:00,16.4,66,0.20,24,2.3
2024-06-13T14:00,17.1,57,0.10,28,1.3
2024-06-13T15:00,18.7,47,0.00,50,4.7
2024-06-13T16:00,19.3,42,0.00,40,4.7
2024-06-13T17:00,19.4,42,0.00,51,2.1
2024-06-13T18:00,19.5,39,0.00,13,2.2
2024-06-13T19:00,19.1,43,0.00,33,3.7
2024-06-13T20:00,17.5,62,0.00,31,4.6
2024-06-13T21:00,14.6,76,0.00,31,5.8
2024-06-13T22:00,13.2,83,0.00,30,7.2
2024-06-13T23:00,15.3,72,0.00,30,5.2
2024-06-14T00:00,15.3,77,0.00,65,5.6
2024-06-14T01:00,15.0,81,0.00,74,5.1
2024-06-14T02:00,12.3,91,0.00,89,6.3
2024-06-14T03:00,12.8,90,0.00,32,5.5
2024-06-14T04:00,11.8,93,0.00,80,6.1
2024-06-14T05:00,11.5,94,0.00,83,6.5
2024-06-14T06:00,12.3,93,0.00,90,5.8
2024-06-14T07:00,14.2,87,0.00,90,4.6
2024-06-14T08:00,15.4,66,0.30,91,12.6
2024-06-14T09:00,14.9,70,0.50,90,13.8
2024-06-14T10:00,14.5,78,0.80,90,11.2
2024-06-14T11:00,14.6,83,0.60,90,5.1
2024-06-14T12:00,15.3,78,0.20,87,2.5
2024-06-14T13:00,16.8,75,0.00,67,1.9
2024-06-14T14:00,18.5,71,0.00,58,4.0
2024-06-14T15:00,20.0,60,0.00,65,8.0
2024-06-14T16:00,18.9,65,0.20,56,8.3
2024-06-14T17:00,18.4,68,0.00,63,9.5
2024-06-14T18:00,18.6,70,0.00,43,5.5
2024-06-14T19:00,18.8,72,0.00,30,5.7
2024-06-14T20:00,18.2,76,0.00,14,6.0
2024-06-14T21:00,15.7,88,0.00,22,6.6
2024-06-14T22:00,17.0,80,0.00,4,4.7
2024-06-14T23:00,16.2,84,0.00,24,3.5
2024-06-15T00:00,14.0,92,0.00,28,5.6
2024-06-15T01:00,13.3,95,0.00,21,4.9
2024-06-15T02:00,13.4,96,0.00,14,5.4
2024-06-15T03:00,14.7,89,0.00,66,9.3
2024-06-15T04:00,14.2,90,0.00,82,4.3
2024-06-15T05:00,14.4,92,0.80,100,4.3
2024-06-15T06:00,14.8,90,4.90,100,10.2
2024-06-15T07:00,14.4,91,3.20,100,7.3
2024-06-15T08:00,14.9,91,2.00,100,4.3
2024-06-15T09:00,14.6,90,1.20,78,11.0
2024-06-15T10:00,14.5,83,0.10,22,13.5
2024-06-15T11:00,16.6,72,0.00,75,11.2
2024-06-15T12:00,17.6,65,0.00,100,10.5
2024-06-15T13:00,18.4,59,0.00,100,11.9
2024-06-15T14:00,18.8,57,0.00,100,10.5
2024-06-15T15:00,18.5,63,0.00,68,9.9
2024-06-15T16:00,19.0,58,0.00,68,11.0
2024-06-15T17:00,19.6,54,0.10,75,11.8
2024-06-15T18:00,18.5,57,0.00,77,6.5
2024-06-15T19:00,17.5,58,0.00,68,3.1
2024-06-15T20:00,16.8,68,0.00,76,2.7
2024-06-15T21:00,15.7,80,0.00,64,3.2
2024-06-15T22:00,14.0,90,0.00,27,3.9
2024-06-15T23:00,12.7,95,0.00,64,4.2
2024-06-16T00:00,12.2,97,0.00,19,4.5
2024-06-16T01:00,11.3,98,0.00,17,5.4
2024-06-16T02:00,11.1,99,0.00,8,5.8
2024-06-16T03:00,12.1,96,0.00,32,4.2
2024-06-16T04:00,12.4,86,0.00,40,9.2
2024-06-16T05:00,12.0,87,0.00,67,3.6
2024-06-16T06:00,12.2,91,0.10,62,2.6
2024-06-16T07:00,13.1,89,0.00,89,3.8
2024-06-16T08:00,13.9,85,0.00,77,1.6
2024-06-16T09:00,15.2,76,0.00,28,1.3
2024-06-16T10:00,16.5,69,0.00,100,1.0
2024-06-16T11:00,17.3,65,0.00,99,3.8
2024-06-16T12:00,18.1,63,0.00,77,5.6
2024-06-16T13:00,18.9,61,0.00,93,7.1
2024-06-16T14:00,19.9,58,0.00,55,6.7
2024-06-16T15:00,21.8,51,0.00,58,8.7
2024-06-16T16:00,22.4,49,0.00,16,9.1
2024-06-16T17:00,22.5,49,0.00,35,9.2
2024-06-16T18:00,22.2,52,0.00,47,8.3
2024-06-16T19:00,21.2,57,0.00,77,10.0
2024-06-16T20:00,19.9,63,0.00,75,7.4
2024-06-16T21:00,17.2,71,0.00,28,7.9
2024-06-16T22:00,16.5,74,0.00,66,3.0
2024-06-16T23:00,16.3,76,0.00,63,1.5
2024-06-17T00:00,15.2,86,0.00,60,3.8
2024-06-17T01:00,15.8,80,0.00,28,3.4
2024-06-17T02:00,13.6,92,0.00,30,5.5
2024-06-17T03:00,13.7,92,0.00,69,5.3
2024-06-17T04:00,14.3,90,0.00,84,1.8
2024-06-17T05:00,14.3,92,0.00,93,3.1
2024-06-17T06:00,14.1,96,1.60,95,3.2
2024-06-17T07:00,14.5,96,0.20,52,4.7
2024-06-17T08:00,16.1,91,0.00,62,2.9
2024-06-17T09:00,17.2,86,0.00,24,3.1
2024-06-17T10:00,18.9,78,0.00,24,1.8
2024-06-17T11:00,20.1,74,0.00,64,2.5
2024-06-17T12:00,21.4,69,0.00,74,3.7
2024-06-17T13:00,21.2,69,0.00,94,6.8
2024-06-17T14:00,21.6,64,0.10,76,8.7
2024-06-17T15:00,21.3,65,0.10,42,13.4
2024-06-17T16:00,20.6,60,0.00,58,13.0
2024-06-17T17:00,21.4,58,0.00,49,7.5
2024-06-17T18:00,21.2,59,0.00,52,7.2
2024-06-17T19:00,20.0,66,0.00,19,8.0
2024-06-17T20:00,19.5,71,0.00,29,2.7
2024-06-17T21:00,17.7,81,0.00,19,5.1
2024-06-17T22:00,15.9,86,0.00,27,6.4
2024-06-17T23:00,16.0,85,0.00,34,5.3
2024-06-18T00:00,15.1,90,0.00,33,5.4
2024-06-18T01:00,15.5,90,0.00,28,4.0
2024-06-18T02:00,14.2,95,0.00,32,4.9
2024-06-18T03:00,13.4,100,0.00,40,4.6
2024-06-18T04:00,14.5,100,0.00,100,2.7
2024-06-18T05:00,14.6,100,0.00,100,5.5
2024-06-18T06:00,13.7,100,0.00,100,3.0
2024-06-18T07:00,14.5,100,0.00,100,2.5
2024-06-18T08:00,15.9,94,0.00,78,1.0
2024-06-18T09:00,17.9,89,0.00,44,0.8
2024-06-18T10:00,19.8,82,0.00,29,2.1
2024-06-18T11:00,21.8,74,0.00,26,3.2
2024-06-18T12:00,24.0,65,0.00,28,3.1
2024-06-18T13:00,25.8,61,0.00,28,2.3
2024-06-18T14:00,27.1,58,0.00,31,3.4
2024-06-18T15:00,28.2,51,0.00,33,5.0
2024-06-18T16:00,28.1,56,0.00,34,5.8
2024-06-18T17:00,27.8,55,0.00,27,6.5
2024-06-18T18:00,27.9,51,0.00,18,4.1
2024-06-18T19:00,26.9,70,0.00,25,3.8
2024-06-18T20:00,27.1,55,0.00,29,2.4
2024-06-18T21:00,26.3,52,0.00,23,2.9
2024-06-18T22:00,24.2,59,0.00,34,2.5
2024-06-18T23:00,19.5,82,0.00,35,6.5
2024-06-19T00:00,18.3,85,0.00,16,6.8
2024-06-19T01:00,19.1,80,0.00,5,5.7
2024-06-19T02:00,20.1,76,0.00,3,2.5
2024-06-19T03:00,17.8,85,0.00,16,5.4
2024-06-19T04:00,17.5,86,0.00,27,7.2
2024-06-19T05:00,16.6,91,0.00,6,4.5
2024-06-19T06:00,16.5,93,0.00,3,4.9
2024-06-19T07:00,18.1,89,0.00,2,4.9
2024-06-19T08:00,19.8,81,0.00,10,4.0
2024-06-19T09:00,21.0,76,0.00,6,5.1
2024-06-19T10:00,22.4,73,0.00,1,4.4
2024-06-19T11:00,23.8,69,0.00,3,3.3
2024-06-19T12:00,25.2,63,0.00,1,3.0
2024-06-19T13:00,26.2,59,0.00,8,2.9
2024-06-19T14:00,26.8,57,0.00,8,3.4
2024-06-19T15:00,27.5,49,0.00,11,5.6
2024-06-19T16:00,27.9,48,0.00,16,5.5
2024-06-19T17:00,28.0,48,0.00,15,4.9
2024-06-19T18:00,27.4,52,0.00,18,8.2
2024-06-19T19:00,25.8,59,0.00,54,10.2
2024-06-19T20:00,20.4,83,5.10,68,14.1
2024-06-19T21:00,20.0,87,0.10,2,8.2
2024-06-19T22:00,19.4,90,0.00,3,6.9
2024-06-19T23:00,18.5,92,0.00,4,5.1
2024-06-20T00:00,17.9,93,0.00,0,4.8
2024-06-20T01:00,18.1,93,0.00,0,6.1
2024-06-20T02:00,19.2,89,0.00,25,2.6
2024-06-20T03:00,19.3,88,0.10,32,5.6
2024-06-20T04:00,18.7,90,0.00,39,10.3
2024-06-20T05:00,18.1,92,0.00,35,5.8
2024-06-20T06:00,18.0,93,0.10,58,8.1
2024-06-20T07:00,18.4,91,0.00,100,7.6
2024-06-20T08:00,18.9,89,0.00,100,8.4
2024-06-20T09:00,19.9,86,0.00,100,4.8
2024-06-20T10:00,20.5,84,0.00,100,4.0
2024-06-20T11:00,20.4,85,0.90,91,2.2
2024-06-20T12:00,20.1,88,0.40,36,7.0
2024-06-20T13:00,23.0,78,0.10,76,0.4
2024-06-20T14:00,22.5,77,0.10,34,4.8
2024-06-20T15:00,23.5,75,0.10,41,7.8
2024-06-20T16:00,24.4,70,0.00,40,3.4
2024-06-20T17:00,25.3,65,0.00,89,2.9
2024-06-20T18:00,24.4,69,0.00,31,7.3
2024-06-20T19:00,24.7,69,0.00,31,4.5
2024-06-20T20:00,24.0,75,0.00,35,8.9
2024-06-20T21:00,22.2,81,0.00,45,5.8
2024-06-20T22:00,20.4,89,0.00,56,5.1
2024-06-20T23:00,19.8,92,0.00,34,5.6
2024-06-21T00:00,19.5,91,0.00,31,4.6
2024-06-21T01:00,18.2,96,0.00,20,4.3
2024-06-21T02:00,17.2,99,0.00,34,2.9
2024-06-21T03:00,17.3,96,0.00,24,5.4
2024-06-21T04:00,17.3,98,0.00,22,7.5
2024-06-21T05:00,15.9,98,0.00,35,5.6
2024-06-21T06:00,16.9,97,0.00,47,7.3
2024-06-21T07:00,17.7,90,0.00,60,5.4
2024-06-21T08:00,18.6,85,0.00,47,4.3
2024-06-21T09:00,19.7,82,0.00,67,6.4
2024-06-21T10:00,19.1,87,2.40,91,3.8
2024-06-21T11:00,19.6,89,0.00,62,5.5
2024-06-21T12:00,20.6,70,3.20,92,3.9
2024-06-21T13:00,20.0,72,1.40,51,5.4
2024-06-21T14:00,20.0,75,0.00,61,8.0
2024-06-21T15:00,21.9,67,0.00,72,6.0
2024-06-21T16:00,20.2,73,1.30,85,7.7
2024-06-21T17:00,19.4,79,1.30,85,6.8
2024-06-21T18:00,18.9,85,0.80,91,8.3
2024-06-21T19:00,18.2,88,0.80,92,7.0
2024-06-21T20:00,17.5,87,0.30,100,7.9
2024-06-21T21:00,16.8,89,0.50,100,9.0
2024-06-21T22:00,16.3,90,0.20,85,10.1
2024-06-21T23:00,15.8,91,0.50,64,8.7
2024-06-22T00:00,15.5,90,0.20,90,13.6
2024-06-22T01:00,14.8,91,2.40,100,8.9
2024-06-22T02:00,15.0,90,1.70,56,9.2
2024-06-22T03:00,15.1,92,1.30,64,7.8
2024-06-22T04:00,14.7,91,0.10,31,7.1
2024-06-22T05:00,14.2,92,0.00,37,6.0
2024-06-22T06:00,13.7,94,0.00,5,4.7
2024-06-22T07:00,15.1,87,0.00,24,4.4
2024-06-22T08:00,16.1,85,0.00,38,4.0
2024-06-22T09:00,17.1,82,0.00,25,7.7
2024-06-22T10:00,17.9,80,0.00,44,7.0
2024-06-22T11:00,18.9,76,0.10,56,7.4
2024-06-22T12:00,19.9,68,0.10,100,6.5
2024-06-22T13:00,15.8,82,3.60,100,21.9
2024-06-22T14:00,15.3,86,0.90,100,15.6
2024-06-22T15:00,14.9,88,4.30,100,16.2
2024-06-22T16:00,14.1,89,3.60,100,9.1
2024-06-22T17:00,14.4,87,2.20,92,8.2
2024-06-22T18:00,14.3,89,1.90,97,8.6
2024-06-22T19:00,14.3,91,0.80,98,3.1
2024-06-22T20:00,14.2,92,0.20,91,1.1
2024-06-22T21:00,13.5,91,0.00,43,3.2
2024-06-22T22:00,14.2,84,0.00,62,3.7
2024-06-22T23:00,12.0,94,0.00,71,4.5
2024-06-23T00:00,12.3,97,0.00,79,4.0
2024-06-23T01:00,13.1,95,0.00,48,2.9
2024-06-23T02:00,12.3,100,0.00,88,3.8
2024-06-23T03:00,12.8,92,0.10,41,2.6
2024-06-23T04:00,12.6,92,0.00,61,1.8
2024-06-23T05:00,12.0,96,0.00,100,2.9
2024-06-23T06:00,12.4,94,0.00,100,2.3
2024-06-23T07:00,12.8,93,0.00,100,3.8
2024-06-23T08:00,13.5,91,0.00,100,4.0
2024-06-23T09:00,13.8,88,0.00,100,4.3
2024-06-23T10:00,15.2,80,0.00,100,7.2
2024-06-23T11:00,16.8,74,0.20,71,8.2
2024-06-23T12:00,16.9,74,0.20,100,9.7
2024-06-23T13:00,17.4,73,0.10,100,11.5
2024-06-23T14:00,18.3,68,0.10,100,12.9
2024-06-23T15:00,17.5,70,0.00,100,12.8
2024-06-23T16:00,18.4,65,0.00,67,13.2
2024-06-23T17:00,19.5,62,0.00,44,13.1
2024-06-23T18:00,19.5,63,0.00,58,11.3
2024-06-23T19:00,19.5,65,0.00,98,8.9
2024-06-23T20:00,18.8,72,0.00,85,5.5
2024-06-23T21:00,17.4,84,0.00,100,5.5
2024-06-23T22:00,16.5,85,0.00,66,6.0
2024-06-23T23:00,16.0,85,0.00,31,4.7
2024-06-24T00:00,15.4,87,0.00,14,5.8
2024-06-24T01:00,14.8,89,0.00,28,5.6
2024-06-24T02:00,14.5,89,0.00,14,6.1
2024-06-24T03:00,13.5,95,0.00,14,4.7
2024-06-24T04:00,13.6,94,0.00,9,5.5
2024-06-24T05:00,13.5,94,0.00,4,5.8
2024-06-24T06:00,13.9,94,0.00,2,6.8
2024-06-24T07:00,15.2,92,0.00,11,9.3
2024-06-24T08:00,16.7,87,0.00,39,13.9
2024-06-24T09:00,18.3,79,0.00,48,15.7
2024-06-24T10:00,20.0,70,0.00,46,16.9
2024-06-24T11:00,21.5,63,0.00,42,18.7
2024-06-24T12:00,22.3,62,0.00,89,17.4
2024-06-24T13:00,22.8,61,0.00,64,18.8
2024-06-24T14:00,23.7,57,0.00,100,18.9
2024-06-24T15:00,24.3,56,0.10,27,16.5
2024-06-24T16:00,24.7,54,0.10,24,16.0
2024-06-24T17:00,25.0,51,0.00,40,16.5
2024-06-24T18:00,24.8,53,0.00,55,14.8
2024-06-24T19:00,24.0,58,0.00,27,11.8
2024-06-24T20:00,22.8,64,0.00,7,9.4
2024-06-24T21:00,21.1,65,0.00,1,11.8
2024-06-24T22:00,19.6,69,0.00,2,8.9
2024-06-24T23:00,18.6,73,0.00,0,8.6
2024-06-25T00:00,17.5,78,0.00,0,7.1
2024-06-25T01:00,16.8,81,0.00,0,6.6
2024-06-25T02:00,16.3,83,0.00,0,6.6
2024-06-25T03:00,15.6,87,0.00,4,5.6
2024-06-25T04:00,15.3,88,0.00,0,5.4
2024-06-25T05:00,14.3,91,0.00,0,6.2
2024-06-25T06:00,14.3,92,0.00,0,5.5
2024-06-25T07:00,15.9,89,0.00,0,3.5
2024-06-25T08:00,17.4,84,0.00,0,4.2
2024-06-25T09:00,18.6,81,0.00,0,5.0
2024-06-25T10:00,20.2,74,0.00,57,4.2
2024-06-25T11:00,22.3,67,0.00,86,3.8
2024-06-25T12:00,24.0,60,0.00,94,4.7
2024-06-25T13:00,25.1,59,0.00,64,5.2
2024-06-25T14:00,25.4,58,0.00,79,8.8
2024-06-25T15:00,26.0,59,0.00,12,8.7
2024-06-25T16:00,26.3,59,0.00,44,6.9
2024-06-25T17:00,25.2,58,0.00,65,9.5
2024-06-25T18:00,24.5,62,0.50,80,7.6
2024-06-25T19:00,23.9,69,0.00,34,5.2
2024-06-25T20:00,23.8,67,0.00,34,2.0
2024-06-25T21:00,20.4,85,0.00,32,14.0
2024-06-25T22:00,18.5,91,0.00,8,5.4
2024-06-25T23:00,18.6,90,0.00,3,2.3
2024-06-26T00:00,17.2,95,0.00,24,3.7
2024-06-26T01:00,16.7,97,0.00,26,3.9
2024-06-26T02:00,17.3,97,0.00,14,3.1
2024-06-26T03:00,15.0,99,0.00,28,5.9
2024-06-26T04:00,15.0,100,0.00,38,5.7
2024-06-26T05:00,14.8,100,0.00,100,6.3
2024-06-26T06:00,15.4,100,0.00,98,4.5
2024-06-26T07:00,16.9,99,0.00,94,4.7
2024-06-26T08:00,18.7,93,0.00,36,3.2
2024-06-26T09:00,20.3,82,0.00,28,5.7
2024-06-26T10:00,21.4,76,0.00,38,5.2
2024-06-26T11:00,22.1,74,0.00,39,4.7
2024-06-26T12:00,23.2,72,0.10,44,4.3
2024-06-26T13:00,24.1,69,0.10,29,5.8
2024-06-26T14:00,24.3,69,0.30,36,6.2
2024-06-26T15:00,23.9,66,0.10,23,10.0
2024-06-26T16:00,22.0,75,2.10,59,14.6
2024-06-26T17:00,22.4,74,0.00,44,6.1
2024-06-26T18:00,22.9,73,0.00,31,5.1
2024-06-26T19:00,23.0,72,0.00,32,2.3
2024-06-26T20:00,22.4,78,0.00,34,2.5
2024-06-26T21:00,20.7,87,0.00,33,4.0
2024-06-26T22:00,19.0,90,0.00,32,6.4
2024-06-26T23:00,20.6,81,0.00,38,3.1
2024-06-27T00:00,19.8,83,0.50,55,2.5
2024-06-27T01:00,17.0,93,0.00,6,5.6
2024-06-27T02:00,16.6,94,0.00,4,5.7
2024-06-27T03:00,16.2,97,0.00,28,4.3
2024-06-27T04:00,16.3,95,0.50,47,5.8
2024-06-27T05:00,15.9,95,0.20,35,4.6
2024-06-27T06:00,15.3,97,0.00,11,5.9
2024-06-27T07:00,17.5,92,0.00,37,0.7
2024-06-27T08:00,18.9,89,0.00,66,1.8
2024-06-27T09:00,20.2,83,0.00,31,5.0
2024-06-27T10:00,22.1,74,0.00,4,6.0
2024-06-27T11:00,23.6,67,0.00,14,9.7
2024-06-27T12:00,24.5,66,0.10,4,10.8
2024-06-27T13:00,25.3,67,0.20,100,12.0
2024-06-27T14:00,25.0,66,0.20,93,11.1
2024-06-27T15:00,25.4,62,0.10,54,14.2
2024-06-27T16:00,25.7,65,0.00,8,8.4
2024-06-27T17:00,26.4,63,0.00,15,8.7
2024-06-27T18:00,26.2,63,0.00,40,10.0
2024-06-27T19:00,25.5,64,0.10,36,3.1
2024-06-27T20:00,24.2,77,0.00,11,4.0
2024-06-27T21:00,21.8,86,0.10,31,5.9
2024-06-27T22:00,20.2,88,0.00,14,4.7
2024-06-27T23:00,19.2,90,0.10,64,4.6
2024-06-28T00:00,19.3,88,0.10,50,1.9
2024-06-28T01:00,19.7,82,0.00,50,11.2
2024-06-28T02:00,18.3,86,0.00,20,5.8
2024-06-28T03:00,18.8,87,0.00,23,4.3
2024-06-28T04:00,18.2,89,0.00,42,4.7
2024-06-28T05:00,18.3,89,0.00,34,4.8
2024-06-28T06:00,17.5,93,0.00,19,5.0
2024-06-28T07:00,18.7,90,0.00,21,3.6
2024-06-28T08:00,20.5,86,0.00,15,1.1
2024-06-28T09:00,22.1,79,0.00,11,1.1
2024-06-28T10:00,23.5,72,0.00,28,3.6
2024-06-28T11:00,24.8,68,0.00,18,6.4
2024-06-28T12:00,26.0,64,0.00,33,6.3
2024-06-28T13:00,26.4,62,0.00,31,6.5
2024-06-28T14:00,27.0,61,0.00,32,5.7
2024-06-28T15:00,28.2,57,0.00,32,6.5
2024-06-28T16:00,25.3,70,1.20,55,9.7
2024-06-28T17:00,25.2,73,0.00,38,7.2
2024-06-28T18:00,25.5,72,0.00,33,4.6
2024-06-28T19:00,25.2,72,0.00,23,2.3
2024-06-28T20:00,24.7,75,0.00,31,1.8
2024-06-28T21:00,22.5,87,0.00,35,3.9
2024-06-28T22:00,21.0,91,0.00,32,5.1
2024-06-28T23:00,21.8,86,0.00,29,3.3
2024-06-29T00:00,21.2,90,0.00,22,2.5
2024-06-29T01:00,20.6,93,0.00,10,3.0
2024-06-29T02:00,20.0,97,0.00,1,2.7
2024-06-29T03:00,20.0,93,0.00,19,9.5
2024-06-29T04:00,20.4,89,0.00,30,4.1
2024-06-29T05:00,18.4,95,0.00,6,3.2
2024-06-29T06:00,18.2,97,0.00,30,4.8
2024-06-29T07:00,18.5,95,0.00,26,10.7
2024-06-29T08:00,20.3,87,0.00,29,6.9
2024-06-29T09:00,22.1,84,0.00,34,10.4
2024-06-29T10:00,24.1,79,0.00,27,4.9
2024-06-29T11:00,25.8,74,0.00,28,4.7
2024-06-29T12:00,27.3,71,0.00,32,8.1
2024-06-29T13:00,28.9,66,0.00,30,6.4
2024-06-29T14:00,29.8,62,0.00,39,6.8
2024-06-29T15:00,28.7,62,0.00,39,5.8
2024-06-29T16:00,28.5,64,0.00,41,10.2
2024-06-29T17:00,28.1,70,0.00,32,7.1
2024-06-29T18:00,28.1,75,0.00,51,6.4
2024-06-29T19:00,26.7,65,0.00,33,7.7
2024-06-29T20:00,25.3,62,0.00,32,6.3
2024-06-29T21:00,23.0,62,0.00,32,6.4
2024-06-29T22:00,22.8,57,0.00,48,10.4
2024-06-29T23:00,23.5,52,0.00,47,10.6
2024-06-30T00:00,22.9,57,0.00,31,9.5
2024-06-30T01:00,20.8,75,0.00,54,16.1
2024-06-30T02:00,19.9,83,0.00,55,7.2
2024-06-30T03:00,18.5,92,1.30,85,5.8
2024-06-30T04:00,18.2,94,0.50,87,7.6
2024-06-30T05:00,18.1,94,1.70,71,7.8
2024-06-30T06:00,18.4,90,2.80,66,6.6
2024-06-30T07:00,18.5,88,0.80,74,12.8
2024-06-30T08:00,18.6,89,1.00,70,11.7
2024-06-30T09:00,19.5,84,0.40,90,13.7
2024-06-30T10:00,20.1,81,0.00,100,12.3
2024-06-30T11:00,20.8,76,0.30,94,16.1
2024-06-30T12:00,21.6,69,0.10,70,17.0
2024-06-30T13:00,21.2,71,0.10,67,19.2
2024-06-30T14:00,22.3,69,0.10,80,17.0
2024-06-30T15:00,22.7,67,0.10,66,21.3
2024-06-30T16:00,20.8,75,1.10,79,18.7
2024-06-30T17:00,19.5,81,0.10,95,18.0
2024-06-30T18:00,19.0,77,0.10,48,15.5
2024-06-30T19:00,19.0,75,0.00,43,15.6
2024-06-30T20:00,18.3,77,0.00,84,11.8
