latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),cloud_cover (%),wind_speed_10m (km/h)
2024-02-23T03:00,6.0,81,0.20,100,21.0
2024-02-23T04:00,5.1,87,0.30,94,21.3
2024-02-23T05:00,4.6,87,0.10,93,14.8
2024-02-23T06:00,4.1,87,0.00,90,11.1
2024-02-23T07:00,3.8,86,0.00,89,9.5
2024-02-23T08:00,3.4,87,0.00,56,6.7
2024-02-23T09:00,3.3,87,0.00,50,6.4
2024-02-23T10:00,4.3,82,0.00,78,7.1
2024-02-23T11:00,5.0,78,0.00,90,7.9
2024-02-23T12:00,5.7,71,0.00,61,7.0
2024-02-23T13:00,6.8,63,0.00,94,7.9
2024-02-23T14:00,7.4,57,0.00,78,10.9
2024-02-23T15:00,8.7,51,0.00,49,5.7
2024-02-23T16:00,9.0,47,0.00,66,8.4
2024-02-23T17:00,8.3,51,0.00,43,7.0
2024-02-23T18:00,7.6,64,0.00,20,3.0
2024-02-23T19:00,4.2,71,0.00,26,7.7
2024-02-23T20:00,2.8,77,0.00,7,7.6
2024-02-23T21:00,1.5,82,0.00,10,7.5
2024-02-23T22:00,0.6,87,0.00,18,7.2
2024-02-23T23:00,0.9,88,0.00,18,5.4
2024-02-24T00:00,2.6,87,0.00,29,3.3
2024-02-24T01:00,2.4,90,0.00,34,4.7
2024-02-24T02:00,-0.5,95,0.00,40,7.4
2024-02-24T03:00,2.7,91,0.00,65,5.2
2024-02-24T04:00,2.1,92,0.00,30,5.1
2024-02-24T05:00,1.7,93,0.00,29,2.2
2024-02-24T06:00,-0.6,98,0.00,82,4.7
2024-02-24T07:00,0.8,98,0.20,80,5.1
2024-02-24T08:00,-0.4,94,0.10,58,7.2
2024-02-24T09:00,0.6,93,0.00,41,3.3
2024-02-24T10:00,2.7,83,0.10,32,6.2
2024-02-24T11:00,4.8,70,0.00,25,9.0
2024-02-24T12:00,6.1,65,0.00,35,10.2
2024-02-24T13:00,7.1,62,0.00,39,8.0
2024-02-24T14:00,8.1,56,0.00,48,7.6
2024-02-24T15:00,8.7,52,0.00,61,5.5
2024-02-24T16:00,8.7,52,0.00,64,6.4
2024-02-24T17:00,6.9,64,0.10,55,10.7
2024-02-24T18:00,6.5,69,0.00,68,4.7
2024-02-24T19:00,4.1,81,0.00,52,5.4
2024-02-24T20:00,2.9,88,0.00,58,5.5
2024-02-24T21:00,1.7,94,0.00,28,6.8
2024-02-24T22:00,0.6,97,0.00,32,6.5
2024-02-24T23:00,-0.2,99,0.00,23,7.1
2024-02-25T00:00,-0.1,98,0.00,2,6.6
2024-02-25T01:00,-0.4,97,0.00,0,7.2
2024-02-25T02:00,-0.2,98,0.00,1,6.9
2024-02-25T03:00,1.1,94,0.00,0,5.8
2024-02-25T04:00,-1.3,99,0.00,0,7.3
2024-02-25T05:00,-1.3,99,0.00,0,8.2
2024-02-25T06:00,1.2,100,0.00,87,5.2
2024-02-25T07:00,1.1,100,0.00,87,3.9
2024-02-25T08:00,-1.2,100,0.00,86,7.3
2024-02-25T09:00,-0.1,98,0.00,16,7.0
2024-02-25T10:00,3.0,90,0.00,9,4.0
2024-02-25T11:00,4.9,78,0.00,6,2.9
2024-02-25T12:00,6.8,64,0.00,4,2.9
2024-02-25T13:00,8.4,54,0.00,5,4.6
2024-02-25T14:00,9.5,48,0.00,0,4.8
2024-02-25T15:00,9.2,53,0.00,6,3.7
2024-02-25T16:00,9.9,51,0.00,7,4.9
2024-02-25T17:00,10.4,48,0.00,6,4.7
2024-02-25T18:00,9.4,55,0.00,4,5.5
2024-02-25T19:00,5.9,58,0.00,16,6.8
2024-02-25T20:00,4.6,59,0.00,66,7.6
2024-02-25T21:00,4.9,55,0.00,92,7.6
2024-02-25T22:00,5.1,54,0.00,100,7.3
2024-02-25T23:00,5.5,54,0.00,95,6.6
2024-02-26T00:00,5.6,56,0.00,93,7.3
2024-02-26T01:00,5.7,57,0.00,95,6.6
2024-02-26T02:00,4.8,73,0.00,94,7.1
2024-02-26T03:00,5.9,64,0.00,92,5.7
2024-02-26T04:00,4.8,79,0.00,92,4.7
2024-02-26T05:00,5.4,70,0.00,82,1.1
2024-02-26T06:00,4.2,80,0.00,84,5.0
2024-02-26T07:00,3.9,90,0.00,82,5.5
2024-02-26T08:00,4.0,89,0.00,88,2.2
2024-02-26T09:00,3.9,92,0.00,63,2.5
2024-02-26T10:00,5.6,82,0.00,73,2.4
2024-02-26T11:00,7.0,76,0.00,65,4.0
2024-02-26T12:00,8.5,69,0.00,90,4.8
2024-02-26T13:00,9.3,65,0.00,90,5.2
2024-02-26T14:00,9.7,63,0.00,90,2.4
2024-02-26T15:00,10.2,65,0.00,81,5.3
2024-02-26T16:00,11.1,61,0.00,90,5.6
2024-02-26T17:00,11.0,62,0.00,90,2.9
2024-02-26T18:00,10.1,68,0.10,90,3.3
2024-02-26T19:00,7.7,82,0.00,84,6.4
2024-02-26T20:00,6.4,85,0.00,34,6.1
2024-02-26T21:00,6.0,83,0.00,26,6.3
2024-02-26T22:00,6.9,76,0.00,33,6.4
2024-02-26T23:00,7.1,74,0.00,66,5.8
2024-02-27T00:00,5.7,80,0.00,80,5.9
2024-02-27T01:00,6.1,81,0.00,40,4.3
2024-02-27T02:00,3.2,92,0.00,56,6.5
2024-02-27T03:00,3.4,93,0.00,93,7.2
2024-02-27T04:00,3.6,94,0.00,100,6.8
2024-02-27T05:00,3.6,95,0.10,100,7.1
2024-02-27T06:00,4.1,94,0.10,100,6.0
2024-02-27T07:00,4.9,92,0.20,100,7.7
2024-02-27T08:00,4.5,92,0.20,100,8.5
2024-02-27T09:00,4.9,89,0.10,58,11.0
2024-02-27T10:00,5.5,87,0.00,63,11.5
2024-02-27T11:00,6.1,84,0.00,100,14.8
2024-02-27T12:00,6.4,83,0.00,100,13.0
2024-02-27T13:00,7.2,79,0.10,100,14.0
2024-02-27T14:00,7.7,77,0.10,100,16.1
2024-02-27T15:00,8.4,75,0.10,100,15.2
2024-02-27T16:00,8.6,72,0.00,100,15.1
2024-02-27T17:00,8.8,71,0.00,100,15.1
2024-02-27T18:00,8.6,74,0.00,100,9.8
2024-02-27T19:00,7.7,77,0.00,100,6.6
2024-02-27T20:00,6.9,81,0.00,100,5.5
2024-02-27T21:00,7.2,80,0.00,100,5.6
2024-02-27T22:00,6.9,81,0.00,100,5.4
2024-02-27T23:00,6.8,82,0.10,100,8.0
2024-02-28T00:00,6.5,84,0.00,100,7.5
2024-02-28T01:00,6.3,85,0.00,100,7.6
2024-02-28T02:00,6.0,87,0.00,100,7.0
2024-02-28T03:00,6.5,88,0.00,100,7.9
2024-02-28T04:00,6.2,90,0.00,100,7.1
2024-02-28T05:00,6.0,91,0.00,100,8.4
2024-02-28T06:00,5.9,92,0.00,100,9.9
2024-02-28T07:00,5.8,92,0.00,100,9.7
2024-02-28T08:00,5.8,91,0.00,100,9.2
2024-02-28T09:00,5.9,90,0.00,100,9.9
2024-02-28T10:00,6.1,88,0.00,100,11.4
2024-02-28T11:00,6.4,86,0.00,100,11.6
2024-02-28T12:00,6.8,84,0.00,95,12.3
2024-02-28T13:00,8.3,77,0.10,90,11.9
2024-02-28T14:00,9.0,72,0.10,90,11.1
2024-02-28T15:00,8.7,75,0.20,100,10.8
2024-02-28T16:00,8.9,73,0.20,100,10.1
2024-02-28T17:00,9.0,72,0.00,99,9.5
2024-02-28T18:00,8.8,73,0.00,90,6.0
2024-02-28T19:00,7.7,83,0.00,90,4.9
2024-02-28T20:00,7.9,76,0.00,90,3.9
2024-02-28T21:00,6.9,85,0.00,100,3.4
2024-02-28T22:00,6.5,87,0.00,100,3.4
2024-02-28T23:00,6.7,82,0.00,100,2.6
2024-02-29T00:00,5.8,89,0.00,100,2.9
2024-02-29T01:00,5.7,89,0.00,97,4.0
2024-02-29T02:00,4.3,94,0.00,55,5.1
2024-02-29T03:00,3.2,97,0.00,28,5.2
2024-02-29T04:00,2.9,97,0.00,34,4.7
2024-02-29T05:00,2.4,98,0.00,44,4.5
2024-02-29T06:00,3.4,96,0.00,53,1.5
2024-02-29T07:00,1.6,100,0.00,88,3.1
2024-02-29T08:00,1.4,99,0.00,91,3.7
2024-02-29T09:00,1.8,99,0.00,90,2.1
2024-02-29T10:00,3.8,94,0.00,89,2.4
2024-02-29T11:00,5.5,89,0.00,90,3.3
2024-02-29T12:00,7.3,82,0.00,90,5.5
2024-02-29T13:00,9.1,74,0.00,90,4.9
2024-02-29T14:00,10.2,68,0.00,11,4.7
2024-02-29T15:00,9.1,71,0.00,7,0.8
2024-02-29T16:00,9.8,70,0.00,8,2.3
2024-02-29T17:00,9.9,70,0.00,0,2.6
2024-02-29T18:00,9.7,71,0.00,0,3.3
2024-02-29T19:00,8.0,78,0.00,1,5.5
2024-02-29T20:00,6.0,85,0.00,2,5.8
2024-02-29T21:00,5.7,86,0.00,1,4.2
2024-02-29T22:00,5.4,89,0.00,1,0.4
2024-02-29T23:00,4.8,93,0.00,19,4.1
2024-03-01T00:00,4.6,94,0.00,44,2.7
2024-03-01T01:00,2.1,98,0.00,48,4.8
2024-03-01T02:00,3.7,97,0.00,13,1.8
2024-03-01T03:00,2.7,100,0.00,100,4.0
2024-03-01T04:00,2.7,100,0.00,100,4.0
2024-03-01T05:00,3.1,99,0.00,100,6.1
2024-03-01T06:00,3.7,99,0.40,100,4.8
2024-03-01T07:00,4.0,99,0.60,100,5.1
2024-03-01T08:00,4.6,97,0.60,100,3.7
2024-03-01T09:00,5.2,95,1.20,100,4.3
2024-03-01T10:00,6.1,91,1.00,100,5.9
2024-03-01T11:00,7.0,88,0.80,100,8.7
2024-03-01T12:00,7.1,88,0.50,100,8.7
2024-03-01T13:00,7.4,87,0.30,100,8.7
2024-03-01T14:00,7.9,83,0.30,100,7.2
2024-03-01T15:00,7.5,85,0.30,100,6.3
2024-03-01T16:00,8.4,80,0.10,100,6.4
2024-03-01T17:00,8.2,81,0.10,100,5.4
2024-03-01T18:00,8.2,80,0.10,100,3.1
2024-03-01T19:00,7.7,83,0.00,92,2.1
2024-03-01T20:00,5.2,92,0.00,48,5.7
2024-03-01T21:00,4.6,91,0.00,87,6.1
2024-03-01T22:00,4.5,93,0.00,83,5.8
2024-03-01T23:00,4.8,92,0.00,85,4.7
2024-03-02T00:00,4.5,94,0.10,89,5.4
2024-03-02T01:00,4.5,93,0.10,90,4.9
2024-03-02T02:00,4.5,94,0.00,32,2.1
2024-03-02T03:00,3.6,96,0.00,14,3.8
2024-03-02T04:00,2.9,98,0.00,30,4.9
2024-03-02T05:00,3.4,98,0.00,35,4.1
2024-03-02T06:00,1.7,100,0.00,4,6.5
2024-03-02T07:00,1.2,100,0.00,86,6.8
2024-03-02T08:00,0.7,100,0.00,96,5.5
2024-03-02T09:00,1.6,99,0.00,95,4.2
2024-03-02T10:00,3.8,96,0.00,95,4.7
2024-03-02T11:00,5.9,95,0.00,88,5.0
2024-03-02T12:00,8.4,86,0.00,32,6.8
2024-03-02T13:00,10.9,78,0.00,9,8.8
2024-03-02T14:00,13.2,68,0.00,25,10.6
2024-03-02T15:00,13.7,58,0.00,60,6.1
2024-03-02T16:00,13.3,61,0.00,57,10.4
2024-03-02T17:00,12.5,63,0.00,80,11.5
2024-03-02T18:00,11.7,70,0.00,42,8.1
2024-03-02T19:00,8.5,85,0.00,100,7.2
2024-03-02T20:00,7.7,87,0.00,74,6.2
2024-03-02T21:00,5.8,91,0.00,41,7.6
2024-03-02T22:00,4.9,93,0.00,65,7.3
2024-03-02T23:00,4.8,93,0.00,57,6.6
2024-03-03T00:00,4.7,91,0.00,68,5.5
2024-03-03T01:00,5.2,87,0.00,91,6.2
2024-03-03T02:00,5.2,83,0.00,100,6.8
2024-03-03T03:00,5.3,81,0.00,91,5.9
2024-03-03T04:00,7.2,67,0.00,93,6.3
2024-03-03T05:00,6.2,71,0.00,92,3.2
2024-03-03T06:00,5.7,73,0.00,90,4.6
2024-03-03T07:00,4.2,83,0.00,89,4.9
2024-03-03T08:00,4.9,80,0.00,94,7.1
2024-03-03T09:00,6.1,74,0.00,92,8.9
2024-03-03T10:00,7.9,67,0.00,90,10.0
2024-03-03T11:00,9.9,63,0.00,100,10.9
2024-03-03T12:00,12.0,58,0.00,98,7.1
2024-03-03T13:00,13.3,44,0.00,99,6.8
2024-03-03T14:00,13.7,41,0.00,43,9.0
2024-03-03T15:00,15.7,38,0.00,46,15.0
2024-03-03T16:00,15.2,38,0.00,37,15.4
2024-03-03T17:00,14.7,41,0.00,29,13.0
2024-03-03T18:00,13.4,46,0.00,49,9.2
2024-03-03T19:00,10.3,57,0.00,100,8.1
2024-03-03T20:00,10.1,51,0.00,56,8.3
2024-03-03T21:00,6.8,66,0.00,34,6.8
2024-03-03T22:00,6.2,76,0.00,29,10.5
2024-03-03T23:00,5.7,93,0.00,32,7.5
2024-03-04T00:00,5.2,93,0.00,72,6.4
2024-03-04T01:00,5.4,94,0.00,100,5.4
2024-03-04T02:00,5.8,92,0.00,100,6.0
2024-03-04T03:00,4.8,93,0.00,100,4.7
2024-03-04T04:00,5.8,86,0.00,100,8.0
2024-03-04T05:00,5.7,85,0.00,92,8.7
2024-03-04T06:00,5.6,85,0.00,100,8.4
2024-03-04T07:00,5.4,86,0.00,100,6.9
2024-03-04T08:00,5.3,86,0.00,100,6.0
2024-03-04T09:00,5.5,85,0.00,96,6.5
2024-03-04T10:00,5.6,84,0.00,97,6.8
2024-03-04T11:00,6.3,81,0.00,93,6.1
2024-03-04T12:00,6.8,80,0.00,90,6.2
2024-03-04T13:00,7.6,77,0.00,90,5.4
2024-03-04T14:00,8.5,74,0.00,90,5.2
2024-03-04T15:00,9.5,70,0.00,51,3.5
2024-03-04T16:00,9.6,68,0.00,89,1.5
2024-03-04T17:00,9.7,67,0.00,56,1.3
2024-03-04T18:00,9.6,66,0.00,42,2.6
2024-03-04T19:00,9.2,67,0.00,47,1.6
2024-03-04T20:00,9.0,68,0.00,80,2.0
2024-03-04T21:00,7.1,83,0.00,80,5.1
2024-03-04T22:00,5.7,88,0.00,98,6.9
2024-03-04T23:00,5.5,89,0.00,100,5.5
2024-03-05T00:00,3.7,94,0.00,100,7.6
2024-03-05T01:00,4.4,92,0.00,94,5.1
2024-03-05T02:00,4.1,95,0.00,100,4.3
2024-03-05T03:00,6.5,87,0.00,100,2.9
2024-03-05T04:00,4.5,95,0.00,100,4.1
2024-03-05T05:00,5.2,95,0.00,100,3.1
2024-03-05T06:00,5.6,94,0.00,100,2.7
2024-03-05T07:00,5.8,91,0.00,100,2.8
2024-03-05T08:00,5.8,91,0.10,100,3.1
2024-03-05T09:00,5.9,91,0.30,100,4.3
2024-03-05T10:00,6.1,87,0.10,100,7.0
2024-03-05T11:00,6.5,86,0.30,100,7.1
2024-03-05T12:00,6.9,83,0.40,100,8.1
2024-03-05T13:00,6.8,85,0.40,100,8.4
2024-03-05T14:00,7.0,82,0.20,100,4.0
2024-03-05T15:00,7.2,81,0.20,100,5.3
2024-03-05T16:00,7.8,76,0.10,100,4.1
2024-03-05T17:00,7.6,76,0.20,100,5.2
2024-03-05T18:00,7.5,72,0.30,100,2.8
2024-03-05T19:00,6.1,86,0.10,100,2.8
2024-03-05T20:00,5.7,89,0.40,100,5.2
2024-03-05T21:00,5.2,93,0.20,100,3.3
2024-03-05T22:00,4.8,95,0.50,100,3.3
2024-03-05T23:00,4.8,93,0.80,100,4.4
2024-03-06T00:00,4.7,92,0.80,100,9.4
2024-03-06T01:00,4.4,92,0.80,100,11.2
2024-03-06T02:00,4.1,93,0.90,100,9.8
2024-03-06T03:00,2.1,100,1.00,100,3.6
2024-03-06T04:00,1.9,100,0.90,100,4.7
2024-03-06T05:00,1.8,100,0.60,100,5.4
2024-03-06T06:00,1.7,100,0.60,100,4.7
2024-03-06T07:00,1.6,100,0.50,100,4.1
2024-03-06T08:00,1.5,100,0.50,100,5.0
2024-03-06T09:00,1.7,99,0.60,100,5.7
2024-03-06T10:00,1.9,99,0.70,100,6.2
2024-03-06T11:00,2.3,98,0.70,100,7.8
2024-03-06T12:00,2.8,97,0.70,100,7.4
2024-03-06T13:00,3.7,94,0.60,100,6.7
2024-03-06T14:00,3.9,92,0.70,100,5.5
2024-03-06T15:00,3.4,94,0.80,100,7.1
2024-03-06T16:00,3.5,94,1.00,100,6.9
2024-03-06T17:00,3.7,93,0.70,100,6.5
2024-03-06T18:00,4.1,91,0.60,100,6.9
2024-03-06T19:00,4.0,92,0.70,100,6.6
2024-03-06T20:00,3.7,93,0.80,100,6.3
2024-03-06T21:00,3.4,94,0.90,100,7.0
2024-03-06T22:00,3.0,97,0.90,100,5.8
2024-03-06T23:00,2.8,97,0.60,100,4.2
2024-03-07T00:00,2.8,96,0.30,100,3.4
2024-03-07T01:00,2.9,93,0.10,100,3.9
2024-03-07T02:00,2.9,93,0.00,90,1.6
2024-03-07T03:00,2.3,96,0.00,89,2.3
2024-03-07T04:00,1.9,96,0.00,46,3.5
2024-03-07T05:00,2.3,95,0.00,23,3.3
2024-03-07T06:00,0.5,100,0.00,31,3.7
2024-03-07T07:00,-0.1,100,0.00,90,4.2
2024-03-07T08:00,-0.9,100,0.00,90,4.8
2024-03-07T09:00,1.0,100,0.00,90,4.4
2024-03-07T10:00,2.0,95,0.00,89,4.8
2024-03-07T11:00,3.7,89,0.00,90,7.2
2024-03-07T12:00,5.2,80,0.00,90,9.3
2024-03-07T13:00,6.4,75,0.00,90,10.1
2024-03-07T14:00,7.4,70,0.00,90,10.0
2024-03-07T15:00,7.0,70,0.00,90,9.4
2024-03-07T16:00,7.2,68,0.10,90,9.3
2024-03-07T17:00,7.4,67,0.10,90,7.9
2024-03-07T18:00,7.3,68,0.00,90,5.0
2024-03-07T19:00,6.5,75,0.00,63,4.2
2024-03-07T20:00,4.6,83,0.00,20,5.2
2024-03-07T21:00,2.6,89,0.00,7,6.7
2024-03-07T22:00,1.4,91,0.00,2,6.8
2024-03-07T23:00,0.6,92,0.00,0,7.4
2024-03-08T00:00,1.1,90,0.00,0,6.2
2024-03-08T01:00,1.2,91,0.00,0,5.2
2024-03-08T02:00,0.1,94,0.00,0,5.0
2024-03-08T03:00,-0.5,99,0.00,0,4.6
2024-03-08T04:00,-1.1,100,0.00,0,4.6
2024-03-08T05:00,-2.1,99,0.00,89,4.6
2024-03-08T06:00,-2.1,99,0.00,90,3.0
2024-03-08T07:00,-2.2,99,0.00,90,3.2
2024-03-08T08:00,-2.1,99,0.00,90,4.4
2024-03-08T09:00,-0.7,99,0.00,90,4.1
2024-03-08T10:00,0.5,96,0.00,90,6.0
2024-03-08T11:00,2.3,91,0.00,90,6.3
2024-03-08T12:00,5.1,81,0.00,37,5.1
2024-03-08T13:00,7.7,74,0.00,8,6.7
2024-03-08T14:00,10.0,65,0.00,5,7.9
2024-03-08T15:00,8.2,69,0.00,10,9.8
2024-03-08T16:00,9.1,68,0.00,23,10.2
2024-03-08T17:00,9.6,68,0.00,30,12.0
2024-03-08T18:00,9.0,70,0.00,4,12.2
2024-03-08T19:00,7.1,75,0.00,32,8.4
2024-03-08T20:00,4.2,85,0.00,27,7.4
2024-03-08T21:00,2.9,88,0.00,74,7.4
2024-03-08T22:00,3.2,92,0.00,69,6.3
2024-03-08T23:00,2.7,94,0.00,60,5.8
2024-03-09T00:00,3.9,91,0.00,86,3.4
2024-03-09T01:00,3.2,94,0.00,85,3.4
2024-03-09T02:00,1.7,97,0.00,87,5.8
2024-03-09T03:00,1.7,100,0.00,100,5.0
2024-03-09T04:00,1.8,98,0.00,20,3.7
2024-03-09T05:00,3.0,94,0.00,18,4.3
2024-03-09T06:00,1.6,96,0.00,10,4.4
2024-03-09T07:00,0.8,100,0.00,100,5.2
2024-03-09T08:00,-1.0,99,0.00,100,5.0
2024-03-09T09:00,0.6,99,0.00,98,2.3
2024-03-09T10:00,3.4,93,0.00,87,1.8
2024-03-09T11:00,7.4,73,0.00,41,2.6
2024-03-09T12:00,11.3,58,0.00,32,6.5
2024-03-09T13:00,14.3,44,0.00,37,10.6
2024-03-09T14:00,14.6,38,0.00,32,14.8
2024-03-09T15:00,15.1,38,0.00,47,13.5
2024-03-09T16:00,13.7,41,0.00,69,15.5
2024-03-09T17:00,13.3,42,0.00,88,12.0
2024-03-09T18:00,11.9,46,0.00,96,10.4
2024-03-09T19:00,10.4,49,0.00,100,8.4
2024-03-09T20:00,9.4,50,0.00,85,9.1
2024-03-09T21:00,9.0,49,0.00,100,10.0
2024-03-09T22:00,9.2,47,0.00,92,10.1
2024-03-09T23:00,8.1,50,0.00,87,8.4
2024-03-10T00:00,7.1,54,0.00,90,7.6
2024-03-10T01:00,6.6,57,0.00,69,7.3
2024-03-10T02:00,4.6,68,0.00,57,6.5
2024-03-10T03:00,9.7,43,0.00,44,11.5
2024-03-10T04:00,8.6,48,0.00,66,9.3
2024-03-10T05:00,6.8,61,0.00,38,7.1
2024-03-10T06:00,6.1,62,0.00,72,7.7
2024-03-10T07:00,7.9,51,0.00,70,3.5
2024-03-10T08:00,6.7,60,0.00,43,9.0
2024-03-10T09:00,6.4,67,0.10,40,11.2
2024-03-10T10:00,8.4,72,0.00,53,9.2
2024-03-10T11:00,10.6,68,0.00,42,7.6
2024-03-10T12:00,11.8,56,0.00,25,10.5
2024-03-10T13:00,12.4,49,0.00,90,14.4
2024-03-10T14:00,11.3,54,0.10,94,11.4
2024-03-10T15:00,9.7,75,0.60,100,11.2
2024-03-10T16:00,8.1,87,1.50,100,9.8
2024-03-10T17:00,7.9,87,1.60,100,11.7
2024-03-10T18:00,5.8,92,3.00,100,19.1
2024-03-10T19:00,4.7,93,1.80,100,10.3
2024-03-10T20:00,4.4,94,0.70,100,8.7
2024-03-10T21:00,4.4,94,0.70,73,4.7
2024-03-10T22:00,4.7,91,0.30,74,8.0
2024-03-10T23:00,4.4,89,0.00,44,5.1
2024-03-11T00:00,2.4,92,0.00,33,6.9
2024-03-11T01:00,1.5,94,0.00,41,6.3
2024-03-11T02:00,2.0,96,0.00,0,5.2
2024-03-11T03:00,3.1,92,0.00,7,5.6
2024-03-11T04:00,2.2,93,0.00,27,6.4
2024-03-11T05:00,1.8,94,0.00,31,5.8
2024-03-11T06:00,2.7,94,0.00,32,3.9
2024-03-11T07:00,2.6,96,0.00,17,2.6
2024-03-11T08:00,2.5,98,0.00,3,3.3
2024-03-11T09:00,2.9,99,0.00,3,3.7
2024-03-11T10:00,5.5,91,0.00,1,2.8
2024-03-11T11:00,7.9,79,0.00,5,2.3
2024-03-11T12:00,9.7,65,0.00,12,2.1
2024-03-11T13:00,10.7,58,0.10,23,5.4
2024-03-11T14:00,11.3,53,0.00,26,6.1
2024-03-11T15:00,11.5,58,0.00,5,7.1
2024-03-11T16:00,11.8,57,0.10,32,7.3
2024-03-11T17:00,10.6,59,0.20,89,7.1
2024-03-11T18:00,10.3,63,0.00,39,5.4
2024-03-11T19:00,8.7,71,0.00,16,5.2
2024-03-11T20:00,8.6,70,0.00,17,4.2
2024-03-11T21:00,5.0,89,0.60,62,5.7
2024-03-11T22:00,5.1,93,0.20,36,6.1
2024-03-11T23:00,5.0,94,0.00,40,6.4
2024-03-12T00:00,4.2,93,0.00,56,6.2
2024-03-12T01:00,3.7,95,0.00,56,4.7
2024-03-12T02:00,3.6,95,0.00,79,5.0
2024-03-12T03:00,4.1,93,0.00,8,4.6
2024-03-12T04:00,3.2,94,0.00,28,5.8
2024-03-12T05:00,2.9,93,0.00,54,5.6
2024-03-12T06:00,3.3,92,0.00,89,5.3
2024-03-12T07:00,3.2,91,0.00,100,5.5
2024-03-12T08:00,4.3,87,0.10,100,6.1
2024-03-12T09:00,5.1,87,0.10,100,8.6
2024-03-12T10:00,5.2,89,0.80,100,10.1
2024-03-12T11:00,5.7,88,0.30,100,11.0
2024-03-12T12:00,7.0,82,0.20,96,13.4
2024-03-12T13:00,7.5,81,0.10,100,12.0
2024-03-12T14:00,8.4,75,0.10,100,11.5
2024-03-12T15:00,8.3,69,0.10,100,15.2
2024-03-12T16:00,8.8,63,0.00,100,14.4
2024-03-12T17:00,9.0,63,0.00,100,14.2
2024-03-12T18:00,8.8,66,0.00,100,8.7
2024-03-12T19:00,7.6,79,0.00,100,5.4
2024-03-12T20:00,7.0,77,0.00,100,4.0
2024-03-12T21:00,6.5,84,0.10,100,3.2
2024-03-12T22:00,6.1,88,0.30,100,3.4
2024-03-12T23:00,6.4,83,0.20,97,8.5
2024-03-13T00:00,6.2,86,0.40,100,12.4
2024-03-13T01:00,6.0,88,0.50,100,10.9
2024-03-13T02:00,6.0,88,0.70,100,9.7
2024-03-13T03:00,6.0,87,1.20,100,15.8
2024-03-13T04:00,6.0,88,0.90,100,15.8
2024-03-13T05:00,6.2,87,1.10,100,14.8
2024-03-13T06:00,6.4,86,1.30,100,17.1
2024-03-13T07:00,6.5,87,0.70,100,13.8
2024-03-13T08:00,6.6,88,0.50,100,12.0
2024-03-13T09:00,6.8,88,0.70,100,10.7
2024-03-13T10:00,7.0,89,1.50,100,6.8
2024-03-13T11:00,7.2,89,1.50,100,5.8
2024-03-13T12:00,7.6,89,0.90,100,6.9
2024-03-13T13:00,8.1,90,0.50,100,5.2
2024-03-13T14:00,8.6,89,0.30,100,4.6
2024-03-13T15:00,9.1,86,0.10,100,5.8
2024-03-13T16:00,9.9,82,0.00,100,6.0
2024-03-13T17:00,9.9,80,0.00,100,4.0
2024-03-13T18:00,10.0,80,0.00,100,2.4
2024-03-13T19:00,8.8,87,0.00,30,3.8
2024-03-13T20:00,6.0,92,0.00,30,6.7
2024-03-13T21:00,5.1,94,0.00,30,8.2
2024-03-13T22:00,4.8,94,0.00,29,7.2
2024-03-13T23:00,4.9,93,0.00,30,5.8
2024-03-14T00:00,3.4,96,0.00,30,6.0
2024-03-14T01:00,3.0,97,0.00,40,6.4
2024-03-14T02:00,4.2,95,0.00,38,2.3
2024-03-14T03:00,3.2,100,0.00,100,0.5
2024-03-14T04:00,2.7,100,0.00,100,1.3
2024-03-14T05:00,2.5,99,0.00,100,2.3
2024-03-14T06:00,2.4,99,0.00,100,3.5
2024-03-14T07:00,2.9,98,0.00,100,3.6
2024-03-14T08:00,3.5,96,0.00,100,2.9
2024-03-14T09:00,3.7,97,0.00,100,0.8
2024-03-14T10:00,4.6,95,0.00,100,2.6
2024-03-14T11:00,6.7,90,0.00,64,0.8
2024-03-14T12:00,9.2,85,0.00,38,1.1
2024-03-14T13:00,11.6,74,0.00,26,1.5
2024-03-14T14:00,13.6,65,0.00,32,1.1
2024-03-14T15:00,14.5,64,0.00,62,0.4
2024-03-14T16:00,15.4,62,0.00,75,1.1
2024-03-14T17:00,15.6,62,0.00,71,2.3
2024-03-14T18:00,15.0,69,0.00,43,3.6
2024-03-14T19:00,11.6,83,0.00,14,6.1
2024-03-14T20:00,8.8,85,0.00,30,7.1
2024-03-14T21:00,7.8,89,0.00,30,6.9
2024-03-14T22:00,7.1,92,0.00,30,5.1
2024-03-14T23:00,5.9,95,0.00,28,5.4
2024-03-15T00:00,5.8,92,0.00,30,5.4
2024-03-15T01:00,6.3,88,0.00,30,5.4
2024-03-15T02:00,6.0,88,0.00,39,5.1
2024-03-15T03:00,5.8,92,0.00,55,4.0
2024-03-15T04:00,5.4,94,0.00,62,4.4
2024-03-15T05:00,5.4,92,0.00,77,5.9
2024-03-15T06:00,7.1,87,1.10,100,7.2
2024-03-15T07:00,7.2,87,0.40,100,4.7
2024-03-15T08:00,6.7,93,1.80,93,3.9
2024-03-15T09:00,8.1,89,0.00,80,8.1
2024-03-15T10:00,9.8,85,0.00,42,6.2
2024-03-15T11:00,12.2,79,0.00,34,5.8
