latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),shortwave_radiation (W/m²),is_day ()
2024-07-17T13:00,22.2,62,23.3,0.00,90,3.0,526.0,1
2024-07-17T14:00,22.6,61,23.7,0.00,94,3.3,484.0,1
2024-07-17T15:00,24.0,55,26.7,0.00,99,4.7,838.0,1
2024-07-17T16:00,23.9,54,24.6,0.00,100,4.1,467.0,1
2024-07-17T17:00,23.9,55,24.4,0.00,100,6.4,435.0,1
2024-07-17T18:00,23.7,55,24.1,0.00,66,7.1,358.0,1
2024-07-17T19:00,23.1,60,23.6,0.00,61,7.9,240.0,1
2024-07-17T20:00,22.0,69,23.0,0.00,19,6.9,164.0,1
2024-07-17T21:00,19.8,77,20.9,0.00,0,5.4,55.0,1
2024-07-17T22:00,18.3,82,19.1,0.00,0,6.1,1.0,0
2024-07-17T23:00,17.6,85,18.4,0.00,0,5.9,0.0,0
2024-07-18T00:00,17.2,88,18.2,0.00,0,5.2,0.0,0
2024-07-18T01:00,17.2,89,18.1,0.00,0,6.0,0.0,0
2024-07-18T02:00,16.9,91,17.8,0.00,1,6.0,0.0,0
2024-07-18T03:00,16.2,94,17.2,0.00,0,5.4,0.0,0
2024-07-18T04:00,15.6,97,16.6,0.00,0,4.5,0.0,0
2024-07-18T05:00,15.1,98,16.0,0.00,0,4.8,0.0,0
2024-07-18T06:00,14.9,99,15.9,0.00,0,4.4,0.0,1
2024-07-18T07:00,16.2,97,17.4,0.00,12,5.1,47.0,1
2024-07-18T08:00,17.5,90,18.6,0.00,45,6.2,161.0,1
2024-07-18T09:00,19.0,84,20.3,0.00,97,5.4,302.0,1
2024-07-18T10:00,20.2,80,22.0,0.00,87,3.2,387.0,1
2024-07-18T11:00,21.6,75,23.6,0.00,95,3.1,503.0,1
2024-07-18T12:00,23.8,66,26.5,0.00,87,3.1,660.0,1
2024-07-18T13:00,25.8,58,29.2,0.00,24,1.3,724.0,1
2024-07-18T14:00,26.0,58,29.9,0.00,7,1.4,779.0,1
2024-07-18T15:00,26.9,57,30.5,0.00,29,4.6,802.0,1
2024-07-18T16:00,27.2,56,30.5,0.00,7,4.6,746.0,1
2024-07-18T17:00,27.3,55,29.9,0.00,2,3.9,621.0,1
2024-07-18T18:00,27.3,54,29.3,0.00,0,4.2,512.0,1
2024-07-18T19:00,26.6,58,28.6,0.00,1,5.6,346.0,1
2024-07-18T20:00,24.8,71,27.3,0.00,0,6.4,183.0,1
2024-07-18T21:00,21.8,82,24.0,0.00,0,6.9,55.0,1
2024-07-18T22:00,21.3,80,23.2,0.00,0,6.3,1.0,0
2024-07-18T23:00,20.3,84,22.2,0.00,1,5.7,0.0,0
2024-07-19T00:00,20.1,87,22.3,0.00,4,4.3,0.0,0
2024-07-19T01:00,18.6,93,20.6,0.00,12,4.7,0.0,0
2024-07-19T02:00,17.7,97,19.5,0.00,9,5.2,0.0,0
2024-07-19T03:00,17.5,98,19.4,0.00,1,4.4,0.0,0
2024-07-19T04:00,16.4,98,17.7,0.00,3,6.0,0.0,0
2024-07-19T05:00,18.1,99,20.6,0.00,0,3.4,0.0,0
2024-07-19T06:00,18.0,100,20.4,0.00,86,3.1,0.0,1
2024-07-19T07:00,18.3,100,21.2,0.00,93,0.5,46.0,1
2024-07-19T08:00,19.9,95,23.2,0.00,15,0.5,169.0,1
2024-07-19T09:00,21.7,86,25.1,0.00,14,0.8,331.0,1
2024-07-19T10:00,23.3,80,26.8,0.00,25,1.5,505.0,1
2024-07-19T11:00,24.7,74,28.8,0.00,22,2.6,651.0,1
2024-07-19T12:00,26.5,67,31.5,0.00,21,1.8,763.0,1
2024-07-19T13:00,27.3,60,32.0,0.00,24,2.5,812.0,1
2024-07-19T14:00,28.2,53,32.0,0.00,40,5.2,834.0,1
2024-07-19T15:00,28.8,47,32.2,0.00,32,4.2,836.0,1
2024-07-19T16:00,29.2,43,31.3,0.00,16,5.7,730.0,1
2024-07-19T17:00,29.0,42,30.2,0.00,30,5.4,619.0,1
2024-07-19T18:00,28.2,44,28.8,0.90,75,7.6,471.0,1
2024-07-19T19:00,26.5,65,29.6,0.00,36,3.3,218.0,1
2024-07-19T20:00,25.3,76,29.0,0.00,32,3.6,137.0,1
2024-07-19T21:00,24.6,71,27.3,0.00,3,4.3,48.0,1
2024-07-19T22:00,23.1,77,25.9,0.00,9,3.8,1.0,0
2024-07-19T23:00,20.5,88,22.9,0.00,2,5.6,0.0,0
2024-07-20T00:00,20.1,90,22.2,0.00,1,6.1,0.0,0
2024-07-20T01:00,21.4,87,24.3,0.00,0,4.3,0.0,0
2024-07-20T02:00,20.7,93,24.2,0.00,0,1.3,0.0,0
2024-07-20T03:00,19.8,91,22.7,0.00,1,0.8,0.0,0
2024-07-20T04:00,19.3,99,22.5,0.00,0,2.3,0.0,0
2024-07-20T05:00,17.1,100,18.5,0.00,86,7.4,0.0,0
2024-07-20T06:00,18.2,97,20.0,0.00,10,6.3,0.0,1
2024-07-20T07:00,19.7,95,22.6,0.00,3,2.2,43.0,1
2024-07-20T08:00,21.3,86,24.3,0.00,0,2.2,167.0,1
2024-07-20T09:00,22.8,78,26.0,0.00,0,1.1,331.0,1
2024-07-20T10:00,24.2,73,27.4,0.00,0,1.5,499.0,1
2024-07-20T11:00,25.4,67,29.2,0.00,2,1.5,646.0,1
2024-07-20T12:00,26.4,63,31.0,0.00,2,1.1,760.0,1
2024-07-20T13:00,27.1,59,32.1,0.00,4,0.4,830.0,1
2024-07-20T14:00,27.6,57,32.5,0.00,12,1.1,849.0,1
2024-07-20T15:00,28.7,48,32.3,0.00,6,1.8,772.0,1
2024-07-20T16:00,29.1,47,32.7,0.00,9,1.1,758.0,1
2024-07-20T17:00,29.1,47,31.8,0.00,4,1.6,650.0,1
2024-07-20T18:00,28.9,48,30.7,0.00,4,3.3,512.0,1
2024-07-20T19:00,28.1,53,30.3,0.00,6,3.8,347.0,1
2024-07-20T20:00,27.5,53,29.6,0.00,5,2.2,183.0,1
2024-07-20T21:00,26.7,54,28.4,0.00,9,4.1,51.0,1
2024-07-20T22:00,23.0,76,25.2,0.00,4,6.8,0.0,0
2024-07-20T23:00,23.7,76,26.3,0.00,2,5.8,0.0,0
2024-07-21T00:00,22.3,84,25.0,0.00,0,6.6,0.0,0
2024-07-21T01:00,20.9,89,23.3,0.00,1,6.8,0.0,0
2024-07-21T02:00,21.7,88,24.5,0.00,0,6.3,0.0,0
2024-07-21T03:00,17.8,96,19.7,0.00,7,4.6,0.0,0
2024-07-21T04:00,18.1,98,20.3,0.00,5,4.1,0.0,0
2024-07-21T05:00,18.1,97,19.5,0.00,15,8.8,0.0,0
2024-07-21T06:00,17.8,91,19.4,0.00,16,4.2,0.0,1
2024-07-21T07:00,19.3,83,20.3,0.00,38,8.0,42.0,1
2024-07-21T08:00,20.5,78,21.8,0.00,23,6.9,127.0,1
2024-07-21T09:00,21.8,72,23.4,0.00,12,4.7,297.0,1
2024-07-21T10:00,23.3,68,25.0,0.00,11,5.6,483.0,1
2024-07-21T11:00,24.5,66,27.8,0.00,15,0.5,637.0,1
2024-07-21T12:00,25.1,65,28.6,0.00,14,4.9,746.0,1
2024-07-21T13:00,25.9,62,29.6,0.00,36,5.4,793.0,1
2024-07-21T14:00,26.0,61,28.7,0.00,47,6.2,682.0,1
2024-07-21T15:00,26.2,57,29.2,0.00,26,5.4,746.0,1
2024-07-21T16:00,26.8,54,29.5,0.00,14,6.3,744.0,1
2024-07-21T17:00,26.5,53,27.4,0.00,43,10.1,592.0,1
2024-07-21T18:00,23.7,66,24.4,0.40,100,12.4,293.0,1
2024-07-21T19:00,22.0,78,23.9,2.40,92,7.0,123.0,1
2024-07-21T20:00,20.8,87,22.5,0.30,73,9.9,75.0,1
2024-07-21T21:00,19.9,91,21.9,0.20,78,7.8,27.0,1
2024-07-21T22:00,19.1,94,21.3,0.10,40,5.2,0.0,0
2024-07-21T23:00,18.3,95,20.5,0.00,8,3.6,0.0,0
2024-07-22T00:00,17.4,99,19.2,0.00,12,4.8,0.0,0
2024-07-22T01:00,17.3,98,19.0,0.00,11,5.6,0.0,0
2024-07-22T02:00,17.6,92,18.9,0.00,5,5.8,0.0,0
2024-07-22T03:00,18.5,98,20.8,0.00,15,4.6,0.0,0
2024-07-22T04:00,17.9,98,20.0,0.00,76,4.1,0.0,0
2024-07-22T05:00,18.3,98,20.5,0.00,96,4.5,0.0,0
2024-07-22T06:00,17.4,98,19.3,0.00,100,3.8,0.0,1
2024-07-22T07:00,18.3,94,20.4,0.00,100,3.3,23.0,1
2024-07-22T08:00,18.9,91,20.8,0.00,100,4.7,62.0,1
2024-07-22T09:00,19.2,87,20.8,0.00,100,5.7,99.0,1
2024-07-22T10:00,19.4,87,20.8,0.30,89,7.7,224.0,1
2024-07-22T11:00,20.0,84,21.8,0.10,100,5.8,264.0,1
2024-07-22T12:00,20.9,82,22.9,0.00,100,6.2,306.0,1
2024-07-22T13:00,21.9,78,23.8,0.00,100,6.3,452.0,1
2024-07-22T14:00,22.6,74,24.4,0.10,100,8.4,591.0,1
2024-07-22T15:00,20.9,80,22.9,0.30,61,5.0,257.0,1
2024-07-22T16:00,22.4,69,23.8,0.00,56,6.0,483.0,1
2024-07-22T17:00,23.1,64,24.1,0.00,27,7.0,528.0,1
2024-07-22T18:00,23.3,63,24.3,0.00,34,7.1,437.0,1
2024-07-22T19:00,23.0,65,24.0,0.10,47,6.6,290.0,1
2024-07-22T20:00,22.2,74,24.3,0.00,49,3.9,129.0,1
2024-07-22T21:00,20.4,84,22.5,0.10,78,4.2,35.0,1
2024-07-22T22:00,19.8,84,21.6,0.00,37,4.7,0.0,0
2024-07-22T23:00,18.9,87,20.5,0.00,100,5.1,0.0,0
2024-07-23T00:00,19.2,87,21.1,0.00,100,3.8,0.0,0
2024-07-23T01:00,19.4,85,21.3,0.00,100,2.9,0.0,0
2024-07-23T02:00,19.2,84,20.7,0.00,100,4.5,0.0,0
2024-07-23T03:00,18.5,78,19.3,0.10,100,4.3,0.0,0
2024-07-23T04:00,17.9,81,19.0,0.20,100,2.9,0.0,0
2024-07-23T05:00,17.7,84,19.1,0.10,100,2.2,0.0,0
2024-07-23T06:00,17.6,85,18.8,0.00,100,3.6,0.0,1
2024-07-23T07:00,17.5,86,18.8,0.00,100,3.1,9.0,1
2024-07-23T08:00,17.7,86,19.2,0.00,100,2.6,35.0,1
2024-07-23T09:00,18.7,82,20.2,0.00,92,2.8,160.0,1
2024-07-23T10:00,20.1,76,21.3,0.00,67,4.8,379.0,1
2024-07-23T11:00,21.5,70,22.5,0.00,100,6.6,534.0,1
2024-07-23T12:00,22.2,67,23.1,0.00,90,6.9,435.0,1
2024-07-23T13:00,23.2,63,24.1,0.00,90,7.9,573.0,1
2024-07-23T14:00,24.0,60,24.8,0.00,79,10.1,606.0,1
2024-07-23T15:00,25.4,53,27.0,0.00,29,11.2,825.0,1
2024-07-23T16:00,25.4,50,25.9,0.00,55,12.7,711.0,1
2024-07-23T17:00,24.5,58,24.8,0.00,50,13.0,588.0,1
2024-07-23T18:00,24.3,59,24.6,0.00,50,10.7,412.0,1
2024-07-23T19:00,22.5,68,23.0,0.00,82,12.4,258.0,1
2024-07-23T20:00,20.6,78,21.3,1.50,100,11.4,114.0,1
2024-07-23T21:00,18.7,90,19.8,7.00,100,9.1,16.0,1
2024-07-23T22:00,17.8,95,18.9,6.00,100,9.5,0.0,0
2024-07-23T23:00,17.5,94,18.3,5.20,100,10.2,0.0,0
2024-07-24T00:00,17.6,94,18.8,0.80,100,7.2,0.0,0
2024-07-24T01:00,17.6,94,18.9,0.50,100,7.4,0.0,0
2024-07-24T02:00,17.7,94,19.1,0.30,100,7.1,0.0,0
2024-07-24T03:00,17.8,93,19.3,0.30,70,6.2,0.0,0
2024-07-24T04:00,17.4,95,19.1,0.40,100,4.1,0.0,0
2024-07-24T05:00,17.0,96,18.7,0.70,100,3.7,0.0,0
2024-07-24T06:00,16.9,93,18.5,0.80,100,3.0,0.0,1
2024-07-24T07:00,17.1,93,18.8,0.30,100,2.5,10.0,1
2024-07-24T08:00,17.3,89,18.3,0.00,100,6.1,44.0,1
2024-07-24T09:00,17.8,83,18.7,0.00,31,5.2,162.0,1
2024-07-24T10:00,19.0,78,20.5,0.00,51,1.8,384.0,1
2024-07-24T11:00,20.0,73,21.3,0.10,54,2.4,495.0,1
2024-07-24T12:00,20.8,68,22.0,0.10,42,4.0,579.0,1
2024-07-24T13:00,21.7,65,23.6,0.20,49,6.2,737.0,1
2024-07-24T14:00,22.2,63,23.9,0.10,38,7.9,749.0,1
2024-07-24T15:00,22.7,60,23.6,0.00,70,9.7,684.0,1
2024-07-24T16:00,22.7,59,22.9,0.00,91,9.4,573.0,1
2024-07-24T17:00,22.7,56,22.5,0.00,17,8.8,487.0,1
2024-07-24T18:00,22.5,56,22.3,0.00,15,8.7,447.0,1
2024-07-24T19:00,22.0,59,22.2,0.00,4,6.4,337.0,1
2024-07-24T20:00,21.0,71,22.4,0.00,3,2.8,177.0,1
2024-07-24T21:00,18.0,81,18.5,0.00,16,6.9,46.0,1
2024-07-24T22:00,16.9,83,17.1,0.00,61,7.3,0.0,0
2024-07-24T23:00,17.1,82,17.6,0.00,76,5.8,0.0,0
2024-07-25T00:00,16.3,86,16.8,0.00,93,5.1,0.0,0
2024-07-25T01:00,16.8,84,17.6,0.00,100,4.0,0.0,0
2024-07-25T02:00,16.6,85,17.2,0.00,73,4.7,0.0,0
2024-07-25T03:00,15.2,92,15.8,0.00,38,4.6,0.0,0
2024-07-25T04:00,15.6,92,16.3,0.00,30,4.7,0.0,0
2024-07-25T05:00,15.3,93,15.8,0.00,40,5.4,0.0,0
2024-07-25T06:00,15.0,92,15.5,0.00,6,4.8,0.0,1
2024-07-25T07:00,15.8,90,16.7,0.00,0,3.8,36.0,1
2024-07-25T08:00,17.2,83,18.1,0.00,2,3.7,163.0,1
2024-07-25T09:00,18.5,78,19.0,0.00,3,6.5,328.0,1
2024-07-25T10:00,20.0,73,20.7,0.00,6,6.4,496.0,1
2024-07-25T11:00,21.5,67,22.9,0.00,46,6.2,642.0,1
2024-07-25T12:00,22.7,61,24.4,0.00,92,6.2,705.0,1
2024-07-25T13:00,23.5,57,24.9,0.00,61,6.4,688.0,1
2024-07-25T14:00,24.4,53,26.1,0.00,6,6.1,734.0,1
2024-07-25T15:00,25.0,54,28.5,0.00,12,1.8,857.0,1
2024-07-25T16:00,25.2,53,27.9,0.00,8,2.6,770.0,1
2024-07-25T17:00,25.2,53,27.1,0.00,25,3.6,658.0,1
2024-07-25T18:00,25.1,53,26.1,0.00,38,4.0,501.0,1
2024-07-25T19:00,24.7,54,25.9,0.00,67,2.6,313.0,1
2024-07-25T20:00,24.2,56,25.8,0.00,22,0.5,126.0,1
2024-07-25T21:00,23.3,61,24.7,0.00,26,2.1,43.0,1
2024-07-25T22:00,22.1,70,24.0,0.00,29,1.6,0.0,0
2024-07-25T23:00,21.0,79,23.5,0.00,29,0.8,0.0,0
2024-07-26T00:00,20.2,87,23.0,0.00,30,1.0,0.0,0
2024-07-26T01:00,19.6,94,22.5,0.00,20,1.8,0.0,0
2024-07-26T02:00,19.0,98,22.1,0.00,5,1.5,0.0,0
2024-07-26T03:00,16.0,97,17.1,0.00,12,5.1,0.0,0
2024-07-26T04:00,17.0,98,19.1,0.00,4,1.9,0.0,0
2024-07-26T05:00,17.0,100,19.0,0.00,97,3.2,0.0,0
2024-07-26T06:00,14.4,100,15.1,0.00,100,5.4,0.0,1
2024-07-26T07:00,16.5,98,18.0,0.00,32,4.1,32.0,1
2024-07-26T08:00,18.0,92,20.0,0.00,30,2.2,117.0,1
2024-07-26T09:00,20.4,77,22.2,0.00,30,2.5,277.0,1
2024-07-26T10:00,21.9,69,23.2,0.00,30,4.5,430.0,1
2024-07-26T11:00,23.0,65,24.6,0.00,30,5.4,589.0,1
2024-07-26T12:00,24.2,61,26.9,0.00,30,4.7,735.0,1
2024-07-26T13:00,25.1,59,28.6,0.00,31,3.0,800.0,1
2024-07-26T14:00,25.7,58,29.0,0.00,29,3.5,769.0,1
2024-07-26T15:00,26.3,56,29.8,0.00,27,4.6,824.0,1
2024-07-26T16:00,26.8,53,29.8,0.00,19,4.0,761.0,1
2024-07-26T17:00,26.9,52,29.1,0.00,30,3.0,642.0,1
2024-07-26T18:00,26.7,51,28.4,0.00,30,2.2,485.0,1
2024-07-26T19:00,26.2,55,28.0,0.00,23,3.0,314.0,1
2024-07-26T20:00,24.8,67,27.3,0.00,20,3.4,172.0,1
2024-07-26T21:00,24.7,57,26.4,0.00,26,1.5,42.0,1
2024-07-26T22:00,23.6,67,25.7,0.00,28,2.9,0.0,0
2024-07-26T23:00,22.7,76,25.0,0.00,18,4.1,0.0,0
2024-07-27T00:00,21.9,82,24.5,0.00,2,4.8,0.0,0
2024-07-27T01:00,21.4,87,24.2,0.00,3,4.6,0.0,0
2024-07-27T02:00,21.0,92,24.4,0.00,0,2.5,0.0,0
2024-07-27T03:00,20.6,84,23.3,0.00,5,0.5,0.0,0
2024-07-27T04:00,17.8,94,19.7,0.00,5,3.6,0.0,0
2024-07-27T05:00,16.7,97,18.0,0.00,3,5.5,0.0,0
2024-07-27T06:00,18.1,95,20.4,0.00,20,2.6,0.0,1
2024-07-27T07:00,18.3,99,21.1,0.00,26,1.3,32.0,1
2024-07-27T08:00,20.7,90,23.4,0.00,9,4.4,142.0,1
2024-07-27T09:00,23.0,79,26.0,0.00,16,3.4,315.0,1
2024-07-27T10:00,24.7,71,27.7,0.00,27,2.5,470.0,1
2024-07-27T11:00,26.2,65,29.8,0.00,8,2.3,625.0,1
2024-07-27T12:00,27.6,57,31.3,0.00,8,4.3,746.0,1
2024-07-27T13:00,28.7,53,32.4,0.00,4,7.2,826.0,1
2024-07-27T14:00,29.5,49,32.7,0.00,26,9.3,837.0,1
2024-07-27T15:00,29.7,48,33.3,0.00,30,6.1,828.0,1
2024-07-27T16:00,30.3,43,32.4,0.00,36,8.1,732.0,1
2024-07-27T17:00,29.9,43,30.6,0.00,43,10.4,584.0,1
2024-07-27T18:00,27.8,59,29.8,0.00,35,9.7,276.0,1
2024-07-27T19:00,26.7,63,29.1,0.00,25,7.1,236.0,1
2024-07-27T20:00,25.7,76,29.8,0.00,7,3.1,136.0,1
2024-07-27T21:00,22.9,80,25.3,0.00,20,7.4,39.0,1
2024-07-27T22:00,22.0,79,24.1,0.00,31,5.6,0.0,0
2024-07-27T23:00,20.8,84,22.8,0.00,34,6.7,0.0,0
2024-07-28T00:00,20.2,87,22.2,0.00,34,5.8,0.0,0
2024-07-28T01:00,20.4,85,22.3,0.00,40,6.1,0.0,0
2024-07-28T02:00,19.5,90,21.7,0.00,41,4.8,0.0,0
2024-07-28T03:00,20.1,90,22.4,0.50,64,5.1,0.0,0
2024-07-28T04:00,19.7,91,22.1,0.10,26,4.3,0.0,0
2024-07-28T05:00,19.0,93,21.2,0.00,100,4.3,0.0,0
2024-07-28T06:00,19.2,94,20.9,1.70,100,8.9,0.0,1
2024-07-28T07:00,19.1,94,21.1,4.10,100,6.2,10.0,1
2024-07-28T08:00,19.3,91,21.4,8.80,100,4.7,63.0,1
2024-07-28T09:00,19.7,88,22.3,7.80,100,1.3,141.0,1
2024-07-28T10:00,20.4,85,22.6,0.30,100,4.2,317.0,1
2024-07-28T11:00,20.7,83,22.3,0.20,100,8.7,326.0,1
2024-07-28T12:00,20.8,81,21.8,0.00,91,11.5,359.0,1
2024-07-28T13:00,21.7,75,23.1,0.00,67,8.2,441.0,1
2024-07-28T14:00,22.4,72,23.6,0.00,88,8.9,422.0,1
2024-07-28T15:00,22.4,69,23.2,0.00,94,10.2,554.0,1
2024-07-28T16:00,22.7,68,23.8,0.00,92,8.4,462.0,1
2024-07-28T17:00,23.1,66,24.1,0.00,90,8.7,408.0,1
2024-07-28T18:00,22.9,66,23.7,0.00,84,9.3,304.0,1
2024-07-28T19:00,22.5,69,23.5,0.00,90,8.9,214.0,1
2024-07-28T20:00,21.8,75,23.4,0.00,4,6.2,141.0,1
2024-07-28T21:00,19.7,82,21.2,0.00,8,5.3,38.0,1
2024-07-28T22:00,18.7,86,20.1,0.00,0,5.2,0.0,0
2024-07-28T23:00,18.0,86,19.2,0.00,4,5.1,0.0,0
2024-07-29T00:00,17.6,83,18.4,0.00,10,5.4,0.0,0
2024-07-29T01:00,17.1,83,17.6,0.00,10,5.8,0.0,0
2024-07-29T02:00,16.5,85,17.1,0.00,1,5.3,0.0,0
2024-07-29T03:00,17.0,83,17.4,0.00,2,5.8,0.0,0
2024-07-29T04:00,16.5,86,17.1,0.00,7,5.0,0.0,0
2024-07-29T05:00,16.2,87,16.8,0.00,13,4.9,0.0,0
2024-07-29T06:00,15.8,89,16.4,0.00,15,4.6,0.0,0
2024-07-29T07:00,16.8,85,17.6,0.00,6,4.0,30.0,1
2024-07-29T08:00,17.8,82,18.5,0.00,3,5.5,150.0,1
2024-07-29T09:00,19.0,78,19.7,0.00,3,6.8,308.0,1
2024-07-29T10:00,20.4,76,21.7,0.00,4,5.6,475.0,1
2024-07-29T11:00,22.0,73,24.1,0.00,1,6.2,624.0,1
2024-07-29T12:00,23.6,70,26.4,0.00,0,8.0,745.0,1
2024-07-29T13:00,25.0,66,28.4,0.00,0,8.4,818.0,1
2024-07-29T14:00,25.9,64,29.7,0.00,3,7.9,845.0,1
2024-07-29T15:00,27.2,57,30.8,0.00,5,5.4,781.0,1
2024-07-29T16:00,27.4,57,30.6,0.00,1,6.4,728.0,1
2024-07-29T17:00,27.4,58,29.9,0.00,3,7.4,642.0,1
2024-07-29T18:00,27.1,59,29.1,0.00,2,7.3,497.0,1
2024-07-29T19:00,26.3,63,28.6,0.00,0,6.5,332.0,1
2024-07-29T20:00,24.7,72,27.5,0.00,0,5.9,167.0,1
2024-07-29T21:00,22.0,79,24.0,0.00,0,6.9,38.0,1
2024-07-29T22:00,20.1,87,21.8,0.00,0,7.4,0.0,0
2024-07-29T23:00,19.0,90,20.6,0.00,0,6.8,0.0,0
2024-07-30T00:00,18.3,92,19.7,0.00,1,7.0,0.0,0
2024-07-30T01:00,18.0,91,19.4,0.00,12,5.7,0.0,0
2024-07-30T02:00,17.1,93,18.3,0.00,3,5.9,0.0,0
2024-07-30T03:00,17.3,90,18.6,0.00,0,4.7,0.0,0
2024-07-30T04:00,16.4,93,17.5,0.00,0,4.7,0.0,0
2024-07-30T05:00,16.2,95,17.4,0.00,0,4.0,0.0,0
2024-07-30T06:00,15.8,96,17.0,0.00,1,4.0,0.0,0
2024-07-30T07:00,16.8,94,18.0,0.00,1,6.0,30.0,1
2024-07-30T08:00,18.5,86,20.1,0.00,4,4.1,151.0,1
2024-07-30T09:00,20.7,80,22.9,0.00,1,1.8,312.0,1
2024-07-30T10:00,22.7,76,25.6,0.00,8,1.1,477.0,1
2024-07-30T11:00,24.6,74,28.5,0.00,20,1.0,603.0,1
2024-07-30T12:00,26.5,71,31.7,0.00,22,1.6,733.0,1
2024-07-30T13:00,28.1,65,34.0,0.00,19,1.4,817.0,1
2024-07-30T14:00,29.6,58,35.6,0.00,22,0.8,842.0,1
2024-07-30T15:00,30.3,54,35.9,0.00,2,0.8,814.0,1
2024-07-30T16:00,30.8,52,35.8,0.00,3,1.1,757.0,1
2024-07-30T17:00,31.0,50,34.8,0.00,0,2.2,632.0,1
2024-07-30T18:00,30.7,50,33.6,0.00,0,4.0,495.0,1
2024-07-30T19:00,29.1,70,34.2,0.00,3,3.7,334.0,1
2024-07-30T20:00,27.6,74,32.1,0.00,4,5.2,154.0,1
2024-07-30T21:00,27.9,56,30.3,0.00,2,5.0,35.0,1
2024-07-30T22:00,25.2,70,27.8,0.00,30,6.4,0.0,0
2024-07-30T23:00,22.9,82,25.3,0.00,25,8.8,0.0,0
2024-07-31T00:00,25.2,74,28.6,0.00,29,4.8,0.0,0
2024-07-31T01:00,24.2,83,28.3,0.00,28,1.9,0.0,0
2024-07-31T02:00,23.4,90,27.9,0.00,8,1.8,0.0,0
2024-07-31T03:00,21.3,90,24.8,0.00,4,1.1,0.0,0
2024-07-31T04:00,21.1,95,24.7,0.00,0,3.1,0.0,0
2024-07-31T05:00,21.2,98,25.4,0.00,2,0.4,0.0,0
2024-07-31T06:00,21.0,100,25.0,0.00,94,2.6,0.0,0
2024-07-31T07:00,20.0,100,23.5,0.00,100,3.0,28.0,1
2024-07-31T08:00,22.2,93,26.0,0.00,27,3.8,143.0,1
2024-07-31T09:00,24.5,83,28.4,0.00,16,5.4,302.0,1
2024-07-31T10:00,26.2,75,30.5,0.00,7,2.6,453.0,1
2024-07-31T11:00,27.8,68,32.6,0.00,0,1.4,611.0,1
2024-07-31T12:00,29.1,62,34.6,0.00,0,1.6,739.0,1
2024-07-31T13:00,30.5,55,36.2,0.00,0,1.5,814.0,1
2024-07-31T14:00,31.4,51,36.3,0.00,4,6.0,845.0,1
2024-07-31T15:00,29.4,57,33.0,0.60,29,10.0,758.0,1
2024-07-31T16:00,30.5,54,34.0,0.00,23,5.4,604.0,1
2024-07-31T17:00,27.6,64,29.9,0.70,64,11.5,475.0,1
2024-07-31T18:00,26.2,74,29.3,0.00,29,9.8,210.0,1
2024-07-31T19:00,25.7,78,29.3,0.00,31,6.8,203.0,1
2024-07-31T20:00,25.3,90,30.5,0.00,49,3.6,118.0,1
2024-07-31T21:00,25.3,79,29.6,0.00,27,1.6,27.0,1
2024-07-31T22:00,24.5,82,29.0,0.00,4,0.4,0.0,0
2024-07-31T23:00,23.5,87,27.8,0.00,6,1.9,0.0,0
2024-08-01T00:00,20.6,96,23.8,0.00,31,4.7,0.0,0
2024-08-01T01:00,20.6,96,23.6,0.00,29,6.2,0.0,0
2024-08-01T02:00,20.4,95,23.3,0.00,30,5.5,0.0,0
2024-08-01T03:00,17.5,98,19.4,0.00,34,4.2,0.0,0
2024-08-01T04:00,18.9,97,21.7,0.00,8,2.2,0.0,0
2024-08-01T05:00,19.1,98,21.7,0.00,12,4.2,0.0,0
2024-08-01T06:00,17.3,100,19.3,0.00,64,4.1,0.0,0
2024-08-01T07:00,18.1,100,20.3,0.00,100,5.5,25.0,1
2024-08-01T08:00,19.3,96,22.3,0.10,100,1.6,118.0,1
2024-08-01T09:00,20.4,89,22.8,0.00,67,5.4,140.0,1
2024-08-01T10:00,22.1,81,24.6,0.00,57,5.8,330.0,1
2024-08-01T11:00,22.1,78,23.4,0.40,88,11.5,367.0,1
2024-08-01T12:00,22.8,77,24.3,0.10,64,11.8,364.0,1
2024-08-01T13:00,23.8,72,26.2,0.00,22,5.4,486.0,1
2024-08-01T14:00,25.4,68,29.1,0.00,32,7.6,784.0,1
2024-08-01T15:00,25.0,70,28.0,0.00,34,3.5,468.0,1
2024-08-01T16:00,25.8,62,28.2,0.10,69,2.7,526.0,1
2024-08-01T17:00,24.8,68,25.9,0.50,48,13.8,337.0,1
2024-08-01T18:00,23.8,75,25.4,0.00,31,12.0,182.0,1
2024-08-01T19:00,24.1,73,26.6,0.00,31,6.0,251.0,1
2024-08-01T20:00,23.5,79,26.4,0.00,14,5.2,134.0,1
2024-08-01T21:00,21.6,84,24.0,0.00,30,6.0,31.0,0
2024-08-01T22:00,20.4,89,22.8,0.00,8,5.4,0.0,0
2024-08-01T23:00,19.7,91,21.8,0.00,29,6.4,0.0,0
2024-08-02T00:00,19.9,91,22.2,0.00,20,4.7,0.0,0
2024-08-02T01:00,19.5,92,21.6,0.10,44,5.4,0.0,0
2024-08-02T02:00,18.8,90,19.8,0.10,100,10.7,0.0,0
