,weekday,minutes_since_midnight,apparent_temperature (°C),precipitation (mm),cloud_cover (%),shap weekday,shap minutes_since_midnight,shap apparent_temperature,shap precipitation,shap cloud_cover
2114,6.0,1067.0,6.805,0.0,4.41,-2.653420339465111,53.29585862950485,3.809605161507922,-0.34753182772795466,-12.167514250715577
2115,2.0,264.0,11.826889,0.0,37.774166,0.48884564683835485,-66.78524901741744,-0.5717943759163249,0.22461471941073397,-2.0791850817600888
2116,5.0,633.0,14.88725,0.0,30.0,4.436011490305269,60.05874424942333,-1.3172817976474736,-0.24550444257259407,-1.6280592846075737
2117,4.0,1397.0,7.41325,0.0,40.963333,-4.4324774443308534,-54.570725908597325,-0.28316296629111104,0.22954455860455614,-4.319500549356143
2118,2.0,1054.0,9.878472,0.0,81.960556,2.0665906187494656,56.085373060166845,-0.012270243704317174,0.03845365957418956,-1.6384122949242563
2119,4.0,1225.0,17.72175,0.38405555,100.0,-10.620810295561945,17.524248498360325,-4.577545963744321,0.05079273301362708,16.976968895177052
2120,4.0,455.0,-5.1584167,0.0,90.0,6.569512394646809,29.216853871126975,8.825945878009001,-0.13943909796079046,1.994428282360237
2121,5.0,1418.0,10.145,0.0,24.7375,-7.757487276117029,-58.77709071091811,-0.6492661187251398,0.1654936304489727,-4.9239756340980545
2122,3.0,1000.0,13.564667,0.0,1.6616666,-0.9545593796372369,47.68617233949898,-3.186326271911461,-0.10933467549086062,-13.599510059277216
2123,4.0,427.0,-0.86494446,0.0,58.80611,-2.6264454665382697,17.17212768210967,3.4023378683527294,-0.29614792263507717,-7.788460298438868
2124,0.0,1038.0,24.268667,0.0,44.7,6.983144270002839,52.83777588766813,-7.172590338369208,-0.031018112977344803,-3.9357464621265756
2125,6.0,1058.0,4.6713333,0.0,49.286667,-0.3655114498535923,59.71989810021719,4.077558234453187,-0.36199724880855166,-6.559723334193229
2126,1.0,778.0,11.753722,0.0,28.789444,-0.9765519100427866,45.29507503171763,-1.499331241945426,-0.02851849228144321,-3.0049211315313995
2127,5.0,333.0,6.1216664,0.0,20.027779,-3.794869016036408,-61.05828474712869,0.47693921002248185,0.0694654452304011,-1.6624412917345752
2128,1.0,1264.0,10.291833,0.698,100.0,9.907896281898033,7.172095167160041,-3.093483788152529,-2.2642015207608552,18.713897775928174
2129,1.0,736.0,10.227472,0.28241667,100.0,-1.6868285996318146,47.099676326453675,1.453122940897933,0.060306240757306284,8.13570520583789
2130,0.0,1128.0,9.232223,0.0,37.133335,9.998408396760656,43.679349931399024,-5.304632584213209e-05,0.19606678100427466,-14.482993561804296
2131,5.0,853.0,15.81075,0.0,46.68,-4.830541271567377,46.949410009384174,-4.962548803885788,-0.4544586636622743,-0.4289263971646564
2132,6.0,14.0,-3.3965557,0.0,1.5172222,-2.43116573282083,-59.63808283386628,1.1445582225124076,-0.16752911972999662,-4.772598434368772
2133,1.0,1039.0,13.56725,0.0,28.69,3.88607182784874,51.97242647641898,-2.211012618601322,-0.05809290166695913,-9.509695215582848
2134,5.0,972.0,9.079611,0.0,100.0,-3.9688936521013574,52.75890462464096,0.1492186248898535,-0.4325057737429918,5.819677846292654
2135,3.0,578.0,1.6456667,0.0,100.0,-0.18753515152138434,30.8123048191468,2.753413563291237,-0.2808508349259684,-1.154933411558471
2136,2.0,820.0,21.132195,0.032194443,44.595276,-0.11462364218631471,41.730624544998,-5.9105447454452555,-0.09614650162061267,0.5977377661863947
2137,6.0,1389.0,3.223611,0.0,38.11111,-8.167266540129987,-55.72985143164793,1.7678525869051551,0.01668768187363634,-3.6041510248184205
2138,5.0,1316.0,7.216833,0.0,100.0,-9.918029009819058,-35.22049482953549,0.9749266825914429,0.2684215013980862,7.990139642238617
2139,3.0,781.0,14.865389,5.2454443,99.67306,-2.646270954867198,54.21515734805661,-3.1159017014106105,4.475477606495215,8.974675821900362
2140,6.0,1235.0,17.913334,0.0,47.00889,-13.632531124035534,-1.3305648190577835,-3.102029422005022,-0.13339761920770155,-6.882370572765669
2141,1.0,753.0,4.29,0.4,100.0,-2.7954857909877884,45.6626680957079,0.9612651907205607,0.10841865855454635,5.954873650749523
2142,6.0,448.0,4.4827776,0.0,94.310555,-25.271312413493796,0.8734389499028516,1.2943791772127113,-0.34377235142390283,1.1304149813652016
2143,0.0,1025.0,0.6452778,0.55472225,100.0,2.566679102599629,64.40143116093674,5.037394881218672,0.3354322362144804,10.404821588814258
2144,3.0,767.0,7.7574444,0.17872222,100.0,-4.306432824095097,44.296602966825155,0.6931545643409134,0.05477891548474467,7.1236831792593005
2145,0.0,369.0,0.18366666,0.0,77.245,2.20352171772719,-17.98177602247398,5.050914997597534,0.4496147084633466,4.328110033313433
2146,5.0,823.0,5.741778,0.0,3.2755556,-0.6334808128674823,50.458507923523584,5.18283121917645,-0.4784232210715671,-2.0135040198365872
2147,5.0,506.0,8.483,0.0,22.525,-6.077557661294918,25.81549380524953,-0.816084145665176,-0.41383949653307806,-3.3104407878319413
2148,1.0,861.0,4.989,0.035166666,56.33,0.7352663084864517,46.04167733410995,1.9946980556845686,-0.08738319754600443,1.6075133474667895
2149,6.0,1379.0,11.602528,0.0,30.0,-10.249929366707802,-50.973860471447324,-1.3612689437468863,0.03926530440648124,-4.805981255571048
2150,3.0,799.0,23.549667,0.067666665,16.85,-3.9079216043949145,38.86541886430979,-12.555547699113689,0.013054795781767048,-3.588251734455427
2151,5.0,463.0,10.135333,0.0,100.0,-10.056173562804872,16.46461637437342,-2.895572909514109,-0.49715878883997666,10.984549199342727
2152,0.0,44.0,-0.34016666,0.0,82.418335,1.047129440804321,-68.63953749865293,1.5167714674274095,0.10337333480516708,-0.24212992380063092
2153,0.0,149.0,3.1111112,0.0,100.0,0.5729710548519993,-73.94256880120437,0.45089641167720096,0.13529010597864666,3.3563367557922996
2154,5.0,1043.0,3.5305,0.061583333,59.994167,-2.603805715719817,57.07698327612878,4.730128804365789,-0.20179509866237533,-6.441955299258233
2155,6.0,207.0,10.43775,0.24591666,95.40833,-3.6723530475100006,-63.59795523889859,0.10218605142831727,0.11135356626908077,1.9769427500367143
2156,3.0,1376.0,-0.67444444,0.0,0.0,-1.7588793701132133,-49.55107822281123,-3.7316472394466436,0.08059238710005712,-1.925575691878796
2157,5.0,892.0,8.976055,0.0,59.591667,-3.3358020473718994,51.09149643250307,0.2528563434680269,-0.4372630368868524,1.1999763439893707
2158,5.0,783.0,16.006306,0.0,84.72111,-3.1493696436484626,46.48215337840715,-3.056478650291767,-0.5217154092788694,-3.710620561361318
2159,3.0,1375.0,6.7389445,0.0,63.945835,-0.3289358172814225,-48.49267407675584,-0.6584872873624206,0.25033273796240296,-0.08237224717934977
2160,4.0,1414.0,9.514778,1.1852223,100.0,-3.2363857853611364,-63.63137517255546,0.18257742979129166,-1.9376273650129625,4.41141511209806
2161,6.0,4.0,11.8,0.0,10.488334,-3.5656092230876357,-61.56099566404026,-1.0611264141798067,-0.09865458432833796,-2.248890567859016
2162,1.0,1058.0,20.436611,0.0,23.518888,5.06776629694302,50.53107335118452,-4.598207841634751,0.04208830503621819,-9.42796547524134
2163,2.0,1334.0,6.876528,0.52347225,100.0,1.7023594923019445,-38.717170671999455,-1.3670756573279719,-1.071262266119319,6.14022658489148
2164,1.0,1162.0,17.050444,0.0,8.862778,7.9938278235197275,31.327621756911288,-1.2475465373992973,0.36523889195918624,-18.275597320675853
2165,6.0,780.0,18.308945,0.0,92.757225,1.8466386140187563,55.357529201189664,-2.800977661132823,-0.42417786391576007,0.8177491820653291
2166,4.0,799.0,6.8295555,0.06477778,91.619446,-2.3838072908321983,41.70434669629734,1.580131646354988,-0.27658171776930907,-0.6352578545014014
2167,4.0,1039.0,0.8347778,0.96522224,100.0,-2.064904231270173,65.2706306592226,5.75101391530037,1.4518223763108296,15.613395591040451
2168,6.0,988.0,10.015833,0.04736111,100.0,-5.871208515167234,57.27636122186978,-0.7141583391030779,-0.33361845503250764,5.669922974208985
2169,2.0,414.0,-3.2376666,0.0,57.81167,13.863752424160644,27.102523348569868,4.440251315275822,0.18791109248001803,-4.590958263436955
2170,5.0,1035.0,14.252722,0.3472778,90.73639,-6.906362821698176,60.78101684288187,-6.07461480879784,0.5643403668800988,5.994782710830371
2171,1.0,723.0,3.652,0.19422223,96.23111,-3.084548262755078,46.71197318186364,1.2152358871698352,0.013737125396729333,3.7232691191633567
2172,2.0,1394.0,20.12675,0.0,3.01,2.1602739314834363,-40.88439381961028,-0.8862916943828316,0.33847620115677257,-8.834314468443395
2173,4.0,1401.0,15.850361,0.0,25.447779,-3.809778643687551,-52.05865686857701,1.1641022200981679,0.24511910196145115,-5.41207319621245
2174,4.0,1294.0,2.2,0.0,84.7,-5.2112462097009065,-33.834978060483934,-2.4016985588868485,0.35768684808412665,-4.769155272006987
2175,4.0,573.0,4.482222,0.0,88.24306,5.587552983283988,46.28583425990739,2.5202663083076464,-0.35969541617235246,4.214486381332073
2176,1.0,427.0,4.0878887,0.012111112,100.0,10.11844633501768,30.93443209352096,3.4451947815418245,0.4365190068085987,12.636560429652533
2177,5.0,190.0,0.8718611,0.5816944,86.748886,-1.9736201143264687,-66.01449612836042,1.5250930622220031,0.4078845404585181,-0.22959851066271364
2178,6.0,565.0,19.466667,0.0,72.583336,-9.760178970098512,35.35632031400998,-3.403813672860467,-0.41054610947768344,4.090312552253403
2179,6.0,248.0,12.692889,0.0,66.221664,-3.628002721925581,-62.254208739062165,0.34476895087957304,-0.1324498114585917,-1.156633883972962
2180,2.0,792.0,9.137722,0.0,43.18667,-2.577828779319935,44.59775833298763,-0.00946928908427358,-0.1523310885826734,-0.12601919303337894
2181,3.0,329.0,16.504889,0.101222225,23.146667,0.14163488510250843,-61.40254323802391,-0.6852658742864901,0.13146979444225293,-1.6973858139117572
2182,5.0,825.0,20.139668,0.0,30.16,-4.3427718825737855,45.796200534939764,-7.9505853928724965,-0.39148757314682614,-2.1607551027933734
2183,5.0,1249.0,7.6375556,0.1,36.08139,-11.499119081695884,-13.896751476128898,-1.1590525825818414,0.07942778309186327,-9.808372519214952
2184,2.0,945.0,30.151333,0.0,14.783334,2.2417250558932587,40.267651071369656,-25.89355704335372,-0.03970594106117842,-7.293137986540795
2185,2.0,783.0,1.0251111,0.60627776,100.0,-4.865692279557379,41.174235123674066,2.3196630956530537,0.6107184343338048,4.282133667945861
2186,2.0,567.0,22.496529,0.0,32.51389,-0.4672419317364742,32.26079356722036,-8.212357427855334,-0.004943212052190837,0.2740764556527111
2187,3.0,1362.0,8.816112,0.0,6.486111,-1.389949588835245,-42.764215083082526,-0.11352362291017926,0.22118356380859883,-2.144954011599224
2188,2.0,682.0,-0.37566668,0.7626111,100.0,-4.539167738159513,45.06267154653869,2.4950145215789528,0.8958081586162292,5.532329698006307
2189,5.0,93.0,9.477222,0.6329167,100.0,-2.0312386818528285,-68.59887456951542,-0.11460306582847801,0.43807992738485124,3.8984227338631934
2190,5.0,414.0,-2.1404445,1.277111,80.17555,-15.072847757617636,1.2648940318028141,4.000825987577436,1.5044672832091615,-6.004959634025893
2191,6.0,22.0,-0.86311114,0.94666666,85.31111,-1.4806008304357636,-63.823833108862246,3.1075669710636125,0.9353588915665978,-0.6635608191490192
2192,5.0,831.0,20.241417,0.0,31.27,-4.60428761992852,45.18600274827083,-8.135189495623113,-0.38707658056418026,-2.235641376316547
2193,5.0,906.0,5.6769443,0.0,61.345833,-2.5800975419283017,53.02979686784745,3.393515049695959,-0.3928794651428893,1.027472093979516
2194,5.0,84.0,9.534333,0.67575,100.0,-1.938961646139619,-68.5598523439765,-0.10519211508830706,0.4715605549216275,3.955305273850759
2195,4.0,582.0,4.7377777,0.0,87.44444,5.043143775502832,47.97308429324625,2.27424179081122,-0.3655100454489455,4.31272725625833
2196,5.0,243.0,2.711611,0.0,90.0,-2.292841361443193,-67.79106217869122,0.9495525732835151,-0.12560389626026236,-0.21690617748101548
2197,6.0,574.0,1.741,0.0,100.0,-5.2175173777342,32.40682085553803,4.268966999650007,-0.7501711954673125,2.0940638015667563
2198,3.0,1146.0,8.760667,0.08838889,100.0,-1.128723301768332,59.24968027365207,-0.11617754695813787,-0.08971715011199777,24.99526273500919
2199,0.0,1248.0,3.6175,0.0,27.566668,10.357041400790195,-1.9578942100008456,-1.5205816041231137,0.5486146173079756,-14.746202423155307
2200,0.0,495.0,17.51,0.0,52.183334,5.492084777156494,23.350185241699226,-2.5669474633534826,0.453772886792811,-0.27375700473785525
2201,2.0,758.0,6.5695,0.0,35.8475,-4.026881934920954,46.09126614230871,1.3245545696020047,-0.12698089541991475,-1.4055650616884239
2202,2.0,49.0,13.356277,0.0,17.169445,0.4424355596304004,-66.0605554279685,0.1679983764886792,0.048799335360524054,-2.1945719823241228
2203,4.0,353.0,5.331917,0.0,35.70222,-4.633388173600036,-43.80258880607287,2.3446753302017846,0.3848426452080389,1.0660580771962795
2204,1.0,157.0,1.1716666,0.50222224,58.56111,1.1231818130016276,-69.46615895833573,0.8422313160101558,-0.27053367153803354,-0.8534072576562579
2205,1.0,1132.0,11.736834,0.08772222,79.40389,5.825418477078285,36.65471636009218,1.6362264700929288,0.16938296926021357,-13.214591629981996
2206,1.0,129.0,6.6841664,0.0,14.475,0.5522087216774647,-68.8412096291383,0.5858592962622602,0.20168354485431905,-2.3357995978593813
2207,3.0,405.0,1.0768056,0.0,0.0,6.871943403104926,9.54130532554785,5.918939390699061,-0.060997438907624435,-16.003909188687807
2208,6.0,757.0,5.042333,0.0,4.6186113,8.706105534493911,65.87436763491233,6.551237076282501,-0.4370608301361374,2.253685237824911
2209,4.0,356.0,2.3553333,0.0,80.06472,-3.784206471264369,-38.28529892824094,4.882048530956102,-0.17293744258086452,6.4430291964411746
2210,1.0,385.0,10.670584,0.0,42.90222,14.215725758969786,1.781945068438838,-1.4891502299904884,0.6402675541241907,-4.856642463008563
2211,0.0,465.0,0.34833333,0.0,6.383333,4.655280795415232,21.60146772903203,4.600671270906922,0.2289596398870084,-4.723860211551189
2212,0.0,518.0,2.864889,0.0,97.40444,0.4667695059975099,20.53781664109229,0.8555731297135343,0.2809158362547528,-0.6304998590946265
2213,6.0,516.0,12.087444,0.16105555,98.44222,-16.648922884702678,15.22411900178591,-2.8631909305254655,0.18769907450675793,3.7129294035434692
2214,2.0,909.0,0.6311111,0.83111113,100.0,-1.327398319423203,43.42268247308337,4.518972801983361,1.3658978614409794,1.612047328968842
2215,6.0,759.0,20.990667,0.0,30.0,2.572328934649617,58.37550662058591,-10.86218823971351,-0.4839310553868672,-2.9368899075388915
2216,3.0,1015.0,13.356222,0.0,1.1405555,-1.1336240567366431,48.014269516507795,-2.8964879195491493,-0.10343636935949574,-14.796819806059204
2217,0.0,679.0,20.550056,0.0,21.577223,1.2430635894536923,46.174004321416234,-5.628440959731739,0.09714095664024436,-2.0887012597719847
2218,2.0,243.0,9.575,0.0,11.9375,0.4955748501419972,-66.74764472236237,-0.2806479820609109,0.12993659337361496,-1.87712314516306
2219,0.0,1066.0,7.0551667,0.0,51.6725,6.890753760000086,54.540202647308526,1.3765852185686414,0.050912460247670044,-8.259354967415339
2220,1.0,180.0,15.896167,0.0,3.9488888,1.556135280589256,-64.2873933614691,-0.6572237416505828,0.17775145924091085,-3.823611250956854
2221,6.0,1299.0,-0.63266665,0.0,30.0,-5.869785924315453,-32.52838359232744,1.871071602145825,-0.10018583671252346,-3.148872714797657
2222,2.0,387.0,-1.1912777,0.0,92.91278,14.839470603217666,14.881544208476946,6.244308996349564,-0.4529705280065537,5.9778057141602
2223,2.0,1201.0,4.695889,0.0020555556,83.34944,1.2441379012068072,7.5905322999159575,-2.8021876284082805,0.46427853965759125,-18.09487802759807
2224,3.0,500.0,-0.4652222,0.96088886,100.0,3.938360683540502,25.64761980515717,4.280057395915188,0.3175717175205577,1.6711200097401973
2225,2.0,836.0,15.7,0.0,14.100278,-0.7063662299712501,40.27601462729773,-3.3126044485171535,-0.015720365464690467,-3.0609637834827095
2226,2.0,280.0,-2.437,0.0,56.08,-0.27234280977647174,-70.2959314494729,-0.8106434594988867,0.020808298548060655,-2.595353221038978
2227,4.0,771.0,4.998833,0.0,12.011666,-3.3795538459022723,50.59974914373953,4.369068514525896,-0.294815649767719,-0.4604399862686823
2228,0.0,781.0,4.9176664,0.1,100.0,1.9325768831372425,45.96489083170892,0.6651475466291092,0.01659053484599049,5.890094433228174
2229,4.0,226.0,5.8775835,0.0,75.515,-1.967531356493648,-68.30736330318453,-0.647964210589727,-0.05954134889443985,-1.5789725783268609
2230,4.0,407.0,0.6986667,0.0,32.81333,-3.0683202907840155,5.401097342630226,7.595319986601672,-0.3526884276072195,-11.284437849064666
2231,3.0,1110.0,14.204833,0.24758333,100.0,-0.6536637485225896,61.44923918900888,-4.808929909884931,0.11336377022664301,18.629026036143294
2232,0.0,1058.0,7.0299444,0.0,52.050835,6.421238851328649,55.01391156979403,1.3545023631850808,0.03249260552723365,-7.75218292884032
2233,6.0,34.0,12.243305,0.8133889,93.76361,-3.4955221932530467,-64.15965186083316,-0.8902522390484835,0.6605888148744858,1.299431611160434
2234,6.0,529.0,-3.5332778,0.0,28.561111,-10.841266209085767,25.28897736271222,6.725830362836511,-0.4668378726641347,-0.7001490807533273
2235,4.0,42.0,2.7894166,0.0,100.0,-0.6449905870954424,-71.26390361970664,1.6985884506901119,-0.11120216306050601,4.392096944193048
2236,4.0,111.0,1.4938333,0.0,17.870832,-1.4034142033060402,-66.91420030730963,1.186346537292006,-0.03154772349199009,-3.284066353221734
2237,6.0,196.0,-2.669222,0.0,0.0,-2.803280742585672,-59.98129342399041,0.7990604122281058,-0.1721463821530378,-4.229863555153211
2238,0.0,483.0,6.8179445,0.0,66.035,6.279877575238535,26.44772285809119,1.5176171853144917,0.2838459328810301,4.193791975875689
2239,5.0,1291.0,7.6808887,0.0,58.520557,-10.852239645798974,-28.665712752620383,-1.0416430690685972,0.2025166331926953,-4.500382181882859
2240,6.0,289.0,11.44875,0.0,62.3875,-3.2467092719276778,-63.01643717592955,0.13596832766135325,-0.16923414991299612,-1.093815565069516
2241,0.0,438.0,-4.0244446,0.0,100.0,5.58388246609765,29.3346512789428,5.83387828185161,0.4364610788623482,12.954575683365263
2242,4.0,297.0,3.2143333,0.0,76.28333,-2.6720818695227226,-71.55301703759034,0.05029870899519029,-0.04049099115530819,-2.8596304592291526
2243,5.0,944.0,10.043777,0.0,88.80444,-4.746674627462998,55.921716871658944,-0.6715729753176389,-0.4556328789393107,5.230912081797916
2244,0.0,425.0,2.8,0.0,100.0,6.375200776020689,25.41190930978457,4.001488104820259,0.49018855249881543,11.53754412607352
2245,4.0,496.0,0.4728889,0.0,54.373333,3.3803656431833904,33.65177212405203,4.498714550813042,-0.1168464453220408,-0.36645857286452976
2246,3.0,58.0,-0.2691389,0.0,20.224445,-1.0375595437884417,-68.72358407590788,-0.09140362276633951,-0.017776381413143305,-4.84651668383678
2247,0.0,634.0,4.2916665,0.0,68.388885,0.4588074143329788,42.030054655929405,2.288139985760044,-0.0776370952924137,-0.9644321017861386
2248,1.0,50.0,14.953333,0.08444444,99.37778,1.0826126480201825,-71.95172132317226,0.24669644192854845,0.024489716251689497,3.090439947754146
2249,2.0,234.0,0.25394446,0.0,76.19666,0.4378240285912973,-69.92222842647632,0.9556409574151035,0.08645106569925698,-0.3843518751263648
2250,1.0,322.0,0.34677777,1.2431389,100.0,0.13957871747513373,-74.7532093292599,1.5588378362481774,-1.2679358939578123,2.175791735500097
2251,0.0,1280.0,14.0245,0.0,16.345,11.451990748325967,-11.252064709981292,-0.319462525268396,0.5821596318284628,-10.530973977367088
2252,3.0,1114.0,15.113611,0.0,74.41389,-1.650939175009741,40.035077664931606,3.5324432614247,0.06222251125176337,-7.76862878890832
2253,0.0,989.0,19.103333,0.0,33.0,5.585804563939558,49.559370834708204,-4.6085284528335055,-0.022736639499667977,-5.711571746687094
2254,1.0,891.0,1.7405,0.2,86.945,1.4631222990751187,50.18461068040131,4.886191430648163,0.04687050676345805,3.780351015786328
2255,6.0,325.0,5.469639,0.0,29.0,-3.99361621605356,-62.51714026527604,0.8912289784153273,-0.08734876679380932,-1.1180365573068474
2256,4.0,806.0,18.304111,0.0,9.992222,-5.358188455422738,41.232573700428006,-8.035440471589565,-0.13617358438173977,-6.850368542492389
2257,0.0,640.0,21.58989,0.0,51.155556,0.31830909432965626,36.403116545498385,-6.337246753950918,0.1132561289469396,-4.534467182735606
2258,3.0,343.0,5.5356946,0.21858333,91.45722,1.5901243078112586,-55.651171143611265,1.180929373443126,0.20462310566504582,3.836170318663118
2259,2.0,728.0,14.759806,0.25641668,34.273613,-3.016916408896453,48.15018712504704,0.212773376742998,0.040107469598449796,-1.997844985286397
2260,2.0,395.0,8.1,0.25847223,100.0,15.029366552074764,19.637855895350363,4.775066311796498,0.4986853156387796,11.5037671336929
2261,5.0,844.0,7.1356945,0.0,4.142778,-1.960239866117636,48.302341713567586,3.231465082724891,-0.4529600411057464,-3.213425189793111
2262,6.0,91.0,8.328305,0.0,24.078888,-2.7420163244803657,-62.09245764819782,0.4680205783446576,-0.13439652351538633,-1.7259214773575462
2263,1.0,1370.0,10.1385,0.0,25.768333,5.9050743600726125,-43.64230153242747,0.013600035309791814,0.3328138067324913,-4.215753139356774
2264,2.0,920.0,15.866083,0.0,30.0,0.9089675769805794,44.06643913066388,-3.527476848800983,-0.09343029026190441,-3.617674619793895
2265,2.0,1394.0,14.225667,0.1,91.50445,2.8827357295354314,-48.66840756324927,2.210435921867685,0.14287470352649523,2.7197575987577416
2266,2.0,4.0,9.2711115,0.0,30.0,0.4721059179107243,-66.44620763959489,-0.07281511189540124,0.04388510314623284,-2.759571354607743
2267,5.0,878.0,22.42375,0.0,4.0,-4.74219295144081,40.072122108737645,-15.671924459338197,-0.24137505918741553,-11.309588320354624
2268,2.0,23.0,8.772889,0.0,30.0,0.4120594446659034,-66.21967442405224,0.2095658968687002,0.03057142543792546,-2.4772675902843484
2269,6.0,478.0,-4.5102224,0.0,86.02805,-20.545773695349702,9.188895597219462,3.580065924684204,-0.5341536776622196,-1.2961690084536865
2270,4.0,193.0,9.283611,0.0,71.16389,-1.8281734528541538,-66.15716834827266,-0.28710398300489537,-0.08871086780230542,-1.7549384546677294
2271,1.0,480.0,4.0,0.10072222,100.0,3.3461516576210837,21.269557644744722,1.0047023612459545,0.24367743881542836,3.9003771427472462
2272,6.0,1255.0,1.1858333,0.0,90.15833,-4.538502242843322,-16.095443108558662,0.3857523132562619,-0.17100932208697106,-8.281724460999175
2273,3.0,473.0,8.078944,0.08947222,90.42111,7.0327428638140415,24.831429294466975,0.8254143217404692,0.09278681886195717,-1.1296929423809048
2274,4.0,763.0,12.257222,0.0,30.185833,-4.1902832063436755,49.53169291055203,-2.2251288321018197,-0.36900016470749897,-2.7274738860527674
2275,4.0,1417.0,9.5265,1.1735,100.0,-3.213370611647772,-64.15124761639039,0.2047623785535473,-1.8819226693908386,4.41500035258134
2276,3.0,1292.0,-1.10525,0.0,4.2875,-1.4012735866904311,-25.814169420639693,1.0747735935052192,0.35087560053665934,-0.05645008558034936
2277,5.0,1227.0,-1.4,0.0,55.354168,-11.728097699244831,-9.445157743453983,-4.12818553086122,-0.10960275487105253,-10.36640973464648
2278,2.0,373.0,9.555555,0.0,92.666664,12.686097002963225,-6.801467344820507,2.46911390616496,-0.35940741912523855,7.907558383683361
2279,6.0,68.0,4.762,0.326,100.0,-2.2769447100559823,-69.15255885624886,-0.4931829100251197,0.23512953108549128,2.765967053333917
2280,1.0,1276.0,1.8543333,0.0,31.948334,5.722587497452881,-17.437836465617025,-1.9083390635053337,0.5088177391091939,-10.345479648788771
2281,6.0,1234.0,5.0816665,0.0,43.398888,-6.685627938548734,-1.8837771221399278,1.490879668354987,-0.31569184505939774,-10.868656452735266
2282,0.0,1279.0,1.9095,0.0,40.835556,10.083653179148854,-14.971508366525182,-2.0532115755081217,0.4849263185660049,-9.441910858114557
2283,6.0,652.0,0.83666664,0.1,95.0,2.6196394539674,59.28962233253319,5.171793208400416,-0.051786625504496975,3.5863331296841277
2284,4.0,7.0,7.1148887,0.0,0.8688889,-1.3413542437752035,-63.89121997686226,0.6711354270378687,-0.01989163281520323,-2.737060221950214
2285,3.0,1391.0,-0.22188888,0.0,0.0,-1.7325587011972985,-51.640785128434494,-2.1936423977812156,0.08237941596905074,-0.7322463708718621
2286,3.0,1077.0,7.9153333,0.0,0.0,-3.1113541551232267,45.421071586330754,2.419868715325988,-0.07031403787931279,-17.134902909378212
2287,4.0,812.0,19.292944,0.1,50.27,-4.546465530792883,42.7032430027922,-5.729275145530705,-0.10806141903002864,-0.03687773843606701
2288,3.0,206.0,-0.46741667,0.0,100.0,-0.05989697408678296,-71.04505839935938,2.0423864252169937,0.03240891106923183,4.8399210439920415
2289,6.0,1403.0,-2.6463332,0.0,46.428333,-7.929791011492405,-63.13131198453904,-2.9729989368518237,-0.10877826718489647,-1.025890153725942
2290,5.0,1346.0,11.020278,0.0,22.947222,-8.1990760019223,-43.34389199006557,-1.0474494837522559,0.18858204058805983,-5.007160233736041
2291,3.0,756.0,3.9223332,0.13980556,86.99028,-3.8977581385771565,41.6815959519148,2.5610455131530765,-0.05271292924881532,-2.922494801481562
2292,6.0,121.0,4.671,0.0,73.473335,-3.1547606320778563,-64.99418010866643,0.18558509631951514,-0.1422936745087342,-0.6074320814609537
2293,3.0,575.0,22.37511,0.0,100.0,-2.2869515375693563,27.104426982561755,-10.750690973639502,-0.13423252725601342,-0.402659063180284
2294,4.0,107.0,14.951667,0.0,37.333332,-1.3748576528231506,-62.58303297166031,-0.38110936288038877,-0.02653654519716886,-2.618603427251181
2295,2.0,669.0,2.64775,0.1,68.8375,-4.116440063953391,41.36399549698831,3.3320004129012464,-0.14271349692344293,-4.00407166047891
2296,0.0,923.0,7.646,0.0,25.46,3.6186662793556756,48.59094732815028,0.7367368063728033,-0.09479859030247217,-4.474918220003449
2297,0.0,1017.0,6.91175,0.0,55.801666,4.606913328051563,54.92804102081062,0.9996719200213682,-0.05591368707021127,-5.35189587277174
2298,5.0,719.0,20.294834,0.0,30.003334,-0.4177271528442894,55.13192086444301,-8.79059155517817,-0.3531942177216232,-3.603121869305772
2299,1.0,708.0,19.68,0.0,26.2,-0.21263743527729773,47.416421908756114,-3.2233686562180606,0.06993447911739326,-0.9433471249341951
2300,3.0,1180.0,12.796667,0.0,22.384445,-1.5634122864405438,18.61118844240902,-0.9067576910058701,0.24889560312032355,-16.717366768221062
2301,1.0,901.0,12.611667,0.0,23.8,2.2677753489017185,44.81166382072367,-2.199138757308323,-0.0807344638506593,-3.4775206627647117
2302,2.0,719.0,26.372223,0.09888889,43.944443,-3.473112736701978,38.196944558858874,-17.3512827774485,3.095402320019147e-05,-2.2951178429126764
2303,2.0,723.0,9.401778,0.0,71.84167,-3.3223313847184635,38.86480088382958,-1.0602444236477275,-0.32115712920825423,-5.8639326336979885
2304,6.0,633.0,1.6027777,0.0,7.3458333,-0.8799714602629454,56.87220461452006,6.646806797424956,-0.37844634002447197,1.4457976823449137
2305,2.0,888.0,30.154444,0.0,10.420834,1.177641978740695,35.16052458592257,-27.991694447219377,-0.023488002439345124,-7.770950731158257
2306,1.0,233.0,0.83033335,0.0,25.827778,0.6985833835403081,-69.0239839413961,0.9998964786330875,0.12515022802352416,-2.6396184469461454
2307,3.0,1014.0,4.3647776,0.1,90.0,-0.33221401806673434,66.00588296377659,4.169472326874733,-0.10356784300009414,9.741338738441463
2308,2.0,216.0,0.76819444,0.0,63.491665,-0.3535818808674982,-71.67592694157362,0.02272802080710834,0.048800768216449075,-2.5717245778838786
2309,0.0,583.0,19.785418,0.0,24.0,0.48278504979610126,34.44393630903957,-5.6904630495905995,0.07879283499716738,-1.9659291373491303
