,weekday,minutes_since_midnight,apparent_temperature (°C),precipitation (mm),cloud_cover (%),shap weekday,shap minutes_since_midnight,shap apparent_temperature,shap precipitation,shap cloud_cover
1091,2.0,883.0,24.15525,0.0,8.087778,0.548435124536363,38.44377698349953,-15.271945514400802,-0.030939528067911226,-8.34141050300996
1092,3.0,586.0,6.9,0.0,100.0,-0.2878439476887298,33.50521598370871,1.4671849287748278,-0.22374534734090146,0.04054732791582527
1093,6.0,848.0,20.052084,0.0,55.4225,-3.3574386004606946,48.5248632234335,-8.798179050286606,-0.5221428591012991,-0.41458379507064747
1094,1.0,1240.0,2.2666667,0.0,40.0,6.260103728950025,-1.689946083943064,-1.7073642064332946,0.4092154162923487,-14.232350348949431
1095,5.0,514.0,20.059584,0.0,37.719166,-4.45062279160819,26.11436842783292,-3.3640885203679427,-0.2613763701518397,-6.14970713969072
1096,5.0,789.0,6.179972,0.0,6.5091667,1.1512936568458638,55.20201996467509,4.565602146406974,-0.46386384991804785,0.13908046485980208
1097,6.0,564.0,10.081166,0.0,59.291668,-12.923743249376642,30.58071599702041,-2.6325467143456174,-0.6033547610044501,-2.907970688740414
1098,1.0,194.0,3.599,0.52575,100.0,-0.5975219079653318,-73.88186443828545,-0.18209315908948653,-0.30989325809478707,3.166511654178303
1099,2.0,412.0,4.237,0.0,41.246666,12.853871062318472,20.34991918267806,3.5948913325071254,0.12235734911759222,-7.028223377247652
1100,3.0,539.0,-0.40383333,0.0,90.006386,3.224274830420816,33.29233603298664,2.7625797267754773,-0.2942728032668467,0.16904430786768776
1101,3.0,715.0,22.0625,0.43472221,39.819443,-4.539232865055407,43.011020744164796,-10.559530809005103,0.2230979809363749,-3.074181652545933
1102,6.0,621.0,2.8406668,0.0,100.0,-1.3183942670424766,47.617467897653555,4.270514993389454,-0.6498068450689312,3.227405413508416
1103,2.0,718.0,9.490889,0.0,70.318886,-3.3655450417797006,38.864688800752184,-1.1775784466862724,-0.3225474092562992,-6.144570578753949
1104,6.0,157.0,3.3482223,0.0,63.794445,-2.2404687198003064,-64.58362770656744,1.4050612137715062,-0.1486795175075546,-0.7762489334742222
1105,3.0,876.0,6.096667,0.0,26.033333,-3.2264286260008763,44.96868444401026,1.743039647916953,-0.20283318332831168,-2.515455449044709
1106,3.0,367.0,1.2176666,0.0,57.491665,3.9531931892037573,-21.485718778471167,5.847931458055969,0.49137146850426605,-3.1761383015910796
1107,4.0,409.0,7.4143057,0.0,0.0,-3.4754579648773127,1.5688056401014276,1.0561031887531276,-0.34891390754779605,-14.656836397290231
1108,2.0,143.0,9.617,0.0,78.94,0.6149810060858627,-68.29733167479435,0.09295987238486614,0.019421401818592088,0.26627224475145095
1109,4.0,930.0,10.151111,0.14888889,92.53333,-2.157118752698116,48.99005566964548,-0.7802484028538035,-0.016382765372600527,4.823207493523753
1110,4.0,1199.0,8.711945,0.0,100.0,-8.00168673656384,36.76845862505832,0.13336055872838237,0.025463094989451207,25.98271530745427
1111,1.0,1281.0,-1.8285556,0.0,86.57111,5.240111723641544,-30.065136348307135,-12.579508847097557,0.5085881272951776,-12.244955307940643
1112,6.0,207.0,12.853945,0.053944446,50.211113,-3.623417933126289,-60.690094556848194,-0.2679565508564292,-0.13449763013919425,-1.9643173928459494
1113,3.0,1420.0,4.5323334,0.0,97.09,-0.1828868360916882,-62.316642660657564,-1.1734650965134321,0.32768954340616574,2.0719852881034213
1114,3.0,1305.0,12.578667,0.0,30.236666,-0.8495974260966062,-28.14794636054834,-0.05536203507582771,0.3744468388557398,-6.626311527331671
1115,4.0,391.0,1.0766667,0.0,45.233334,-4.319496262838452,-0.7433488517701647,6.475013294448455,-0.25641471179326025,-5.630617514620224
1116,3.0,900.0,25.722084,0.098527774,40.98528,-1.809608496606355,40.068274858613805,-14.289933758358165,-0.07726620423794861,-1.2319043290416434
1117,6.0,599.0,7.2756944,0.0,31.0,-5.30955748073259,45.30054452784857,1.9038210084835736,-0.5880132551193267,-1.2180029937823629
1118,5.0,316.0,4.299333,0.0,3.3666666,-3.2933790672247696,-65.03142180752505,1.8425109013120347,-0.058642201068501265,-1.6618764845704057
1119,6.0,609.0,13.308695,0.26894444,74.77639,-6.89862401521207,47.50341451152165,-2.899676786422731,0.5744866137107141,1.3567073522408797
1120,4.0,207.0,-0.23688889,0.0,60.29,-1.8342182013193984,-67.82631677456699,0.5068475215832362,-0.0369908325672168,-3.4295362159411105
1121,5.0,1304.0,13.157666,0.0,33.211666,-9.93418738845985,-30.12788575553894,-1.0173018062512083,0.21042157010237306,-5.684239752729733
1122,6.0,1169.0,12.650945,0.0,70.52889,-6.85328550660611,28.7785963439544,-2.924350670218474,-0.41279400690396795,-6.627342188000683
1123,3.0,185.0,6.2644444,0.0,90.0,-0.29427070703108704,-70.22342114096877,-1.2962829528848343,-0.00045351660251879977,0.1377129029631612
1124,2.0,590.0,15.660833,0.0,11.620833,0.02982983571290454,40.93285854997239,-2.94645834980409,0.04791337949037766,0.8780343166192335
1125,6.0,784.0,23.670555,0.0,31.282223,0.9441761193672846,50.913689449826876,-17.17359314342341,-0.4173091109593723,-4.704889647761982
1126,2.0,808.0,7.9573336,0.0,63.14,-0.7569329088330186,44.94926748937368,1.072908778250211,-0.18157837732633375,3.3177946719129894
1127,6.0,631.0,-0.10527778,1.2315278,100.0,1.7047341049313527,51.508509760757285,4.956961794157817,2.787321808795132,4.380165705243744
1128,3.0,146.0,-1.1871667,0.35641667,67.644165,-0.41180443811417256,-66.1135214303732,0.7359043343067206,0.05173092953363945,-0.567644003907843
1129,2.0,1194.0,11.069111,0.0,53.60472,3.7244126462936524,17.994017708996928,-0.4450161631902052,0.26162532458702614,-12.260845793485647
1130,5.0,405.0,8.692695,0.0,100.0,-19.71875672409933,-2.407047269642354,-1.6576864231626152,-1.155174318154653,9.855043669442335
1131,0.0,739.0,4.443333,0.0,32.733334,-0.6518173927863717,49.04258932920297,2.1240673165718706,-0.003436768730488371,-2.317180074532827
1132,2.0,89.0,-4.1475,0.0,90.0,-0.13135395044087872,-69.51372961872816,1.2895047371188797,-0.005778388420741187,0.6983217871785161
1133,6.0,164.0,12.795,0.07375,53.3375,-3.179658349037153,-59.733833213130616,-0.11604498136043384,-0.10503392942746581,-0.5430404417514807
1134,2.0,162.0,-3.4813333,0.0,44.793335,-0.5877912414868582,-67.06714049506188,-0.3234561191797285,0.06814945272604422,-3.54434313662847
1135,6.0,428.0,3.4141667,0.0,30.566668,-21.78428928991159,-4.4601175123453105,3.8173529156049053,-0.34058124621709407,-5.139201417366665
1136,6.0,871.0,21.328306,0.0,58.670555,-4.480067853450748,46.37162238605818,-10.43733509830634,-0.48821198733647897,-0.3053314849933044
1137,0.0,80.0,3.4013333,0.0,100.0,0.976519047002002,-74.008817749242,0.34820155121882657,0.12038093415896078,3.331570866882802
1138,2.0,1395.0,-4.152889,0.0,0.26444444,1.4636239797870214,-57.45399464070798,-14.229594418605178,0.06311417808135111,-6.355671836535139
1139,1.0,1366.0,14.2873335,0.0,23.908333,6.03738260807593,-41.98796444861095,0.6657693736950536,0.36833639981348965,-4.944561227838197
1140,6.0,843.0,25.082582,0.0,26.59361,-2.1783070105513023,44.883665250917275,-19.34577204090358,-0.40729373228550747,-4.06276518684626
1141,3.0,1119.0,26.923555,0.0,31.0,-0.35047412765028163,45.79976991979283,-1.4809753913879398,-0.011944473505024256,-9.29801930121581
1142,4.0,182.0,15.091056,0.004472222,43.97139,-1.2141079785823976,-63.22114877953134,0.030699538350098976,-0.024656363268697135,-2.4379076771338806
1143,5.0,1314.0,7.229417,0.0,100.0,-10.109252889672902,-34.40680576376121,0.9799626470406846,0.26742114988962973,8.160563434441883
1144,6.0,745.0,13.954,0.0,82.503334,1.0917517002026518,55.976202034910514,-2.844537053346637,-0.5415802896420185,-6.001903838356343
1145,4.0,132.0,5.4864445,0.021611111,100.0,-0.8493978179892068,-72.66714910461508,-1.5623999552329382,-0.025425349911054163,2.8904396730264006
1146,4.0,646.0,7.6904445,0.0,95.0,0.8854520977338183,51.81215458877883,1.209734416286146,-0.366952467878662,4.256418613672258
1147,5.0,1375.0,-2.7113888,0.0,79.32222,-8.441588736454658,-59.238083519021664,-9.58159680990378,0.1530600525140735,-1.5322796522378934
1148,0.0,442.0,7.779,0.0,1.5088888,6.258942853192488,15.7907799298366,0.36771372673908553,0.32630229898293495,-13.225381572365766
1149,2.0,1403.0,11.167639,0.0,31.855556,2.8939829126198973,-51.81233843731881,0.19713265093167065,0.28177575739224414,-4.373505919456481
1150,0.0,1195.0,1.5931112,0.1,100.0,11.074238688965641,55.767775794883555,3.4680247746110116,0.055933900793395,30.534403120100503
1151,2.0,831.0,6.605361,0.0,29.839167,-2.2909014693498637,44.26342604323229,1.289680339932437,-0.12656750913461234,-1.0723354051113123
1152,1.0,1354.0,10.388,0.0,19.946667,5.591252403179805,-39.715044697701934,-0.3312922102014264,0.3444416613578767,-4.172860729575161
1153,2.0,1241.0,23.794277,0.0,33.31278,5.745049187660207,15.599536695400879,11.057267452299605,0.40708104970057457,-11.777530884027481
1154,0.0,801.0,4.4086666,0.35466668,95.45333,2.1677500806649608,43.345504684587326,1.2059352208574614,0.15292257223526784,0.26562944366534325
1155,1.0,1000.0,30.371,0.0,29.220556,5.750938240349296,47.04083076820769,-20.5122220992446,-0.058007969995350184,-4.373530824025476
1156,5.0,925.0,23.288473,3.7616112,93.65361,-2.3300882022380804,49.70568600885073,-13.940016555368901,6.724566259900724,3.691537972311177
1157,6.0,160.0,12.768111,0.06702778,56.496944,-2.972971602241193,-59.86374834950763,0.05044392331440983,-0.08977011636893062,-0.2549668122927362
1158,4.0,87.0,4.0143332,0.0,34.1775,-1.2266107444365808,-65.20646278683344,0.9723206772009556,-0.05272149387995784,-1.6496998449563987
1159,3.0,793.0,13.634583,0.0,0.8922222,-4.526331451853091,39.48943511285385,-4.237899945398176,-0.10704577159882156,-9.982277514259021
1160,6.0,759.0,16.3955,0.13483334,100.0,2.532209308922276,63.11723024406037,-0.6117135872642199,-0.0026580335895158846,9.265668454647063
1161,2.0,1006.0,8.454445,0.0,100.0,1.0698025076389541,57.631479254444464,0.8062745218276879,-0.31582796168328064,8.021804085055987
1162,4.0,1346.0,6.9402776,0.0,75.030556,-4.709571105519924,-42.58595968015988,-0.6491380728085825,0.2440990258455229,0.09051100762685271
1163,6.0,1159.0,20.033722,0.19991666,72.995834,-11.682457424084356,33.34951171290875,-3.0611374730666503,0.2039465370973006,-3.782907788832985
1164,5.0,1306.0,7.88875,0.1,45.105,-10.066473579287532,-33.672930738608045,-1.067456622799237,0.09194044641653765,-5.605562753955525
1165,4.0,625.0,-1.67825,0.0,90.0,2.6373173949718502,52.47992577846845,2.6282371236483226,-0.38728411817550734,3.470875779151918
1166,5.0,962.0,9.404555,0.0,69.865555,-4.301656181573861,53.78011759761971,-0.1442604372501295,-0.3724916928609252,-1.383209532459574
1167,2.0,1252.0,-3.08975,0.0,6.735,2.014555393417666,-11.92005211903652,-4.107693487048148,0.3517845364014298,-5.74866573725144
1168,3.0,842.0,13.303667,0.0036666666,90.0,-2.9346520207325586,36.66010416666667,-2.663419493635506,-0.3708940418561353,-0.20612182815870383
1169,4.0,319.0,8.761194,0.0,97.46445,-0.8370752039651226,-70.83133765385547,0.073511310408517,0.025355931609869042,2.136223145614065
1170,0.0,277.0,2.8011112,0.0,85.736115,2.0537310681939296,-71.55887314297755,0.8071828953623759,0.09270358335971496,0.833783339877924
1171,6.0,21.0,-0.8648056,0.97208333,85.48055,-1.4282518450617854,-63.830201586902156,3.119491987407208,0.9607192316452648,-0.6183066710035034
1172,0.0,903.0,7.3585,0.0,22.585,3.399247220893697,47.42757062935828,1.0717690217892346,-0.08784641043345731,-3.545434983034931
1173,1.0,1309.0,20.37889,0.0,12.293333,8.012983099490404,-18.431890797545524,2.7583976953923672,0.5857338647246335,-13.273996905217565
1174,5.0,147.0,8.139167,0.0,91.37334,-2.4927772298256468,-65.00147368776796,-0.00022043057282905565,-0.10183373916149163,0.8150889022350314
1175,1.0,1336.0,24.35925,0.0,34.2825,9.776463917354734,-14.445045100688926,13.98072968300183,0.49616352812449005,-9.274573932031789
1176,6.0,1289.0,1.3476666,0.0,95.937775,-8.082191589077306,-28.72382073084514,0.9716018164157858,-0.07752029518286419,-0.875738423665366
1177,6.0,300.0,0.9027778,0.2986111,100.0,-2.6393481673598203,-70.10701866301893,1.8711672884921255,0.17491087557872254,3.490012498915197
1178,2.0,1018.0,14.885278,0.2265,71.23556,1.851008130709328,50.705206622481334,0.5705786559979176,0.05570464173952594,-3.0960179507732377
1179,4.0,1006.0,0.988,0.856,100.0,-1.7060311031937374,60.850406322220955,6.0276724534630945,1.406485893269382,10.371769471406935
1180,6.0,655.0,16.972221,0.0,99.06944,-1.687221797347064,55.33690800066789,-4.608162688453992,-0.38995458269119254,4.658490574717524
1181,1.0,1389.0,20.465416,0.0,32.02861,6.679696448852614,-41.74464357563855,3.9893350424468492,0.4764259973764373,-8.479237453629576
1182,1.0,981.0,1.8277777,0.13611111,95.80556,1.8912522204319497,59.90058647896845,5.102849139730132,-0.049218822956087926,6.729360998531176
1183,5.0,1152.0,21.997223,0.0,19.20139,-12.007234513541071,27.638662978231906,-3.093244624614716,0.18811794253190506,-16.695775661945337
1184,0.0,905.0,8.071777,0.0,81.8075,4.050309867680085,51.78744511447351,1.1664278193513575,-0.23004179803530755,5.426543503423533
1185,5.0,19.0,15.876778,0.0,30.046667,-3.0113147806922687,-61.35063782332342,-0.8419913355310804,-0.04967980213960388,-3.0513651599288014
1186,0.0,918.0,24.973,0.0,10.5275,6.109355051259202,41.64199664566915,-14.509836776216822,0.010432091295713875,-7.977593071520328
1187,3.0,505.0,17.598888,0.0,57.72222,6.864341206749266,32.32254934251308,-2.8880560815334233,-0.11320783277352398,2.7179845076799425
1188,2.0,867.0,6.2825556,0.0,53.45028,-1.0319655011495055,45.380151986241344,1.4896655261119127,-0.16805161072810382,1.2093966796596805
1189,5.0,241.0,-0.5646667,0.0,19.94111,-1.6708134793639289,-66.3858655020992,0.9056189124385483,-0.07488780403137518,-2.4356632476449023
1190,0.0,781.0,1.4408333,0.0,67.88333,1.6027075558503387,46.29789406196278,3.558427012920385,-0.13052704874674914,-0.15566436513264836
1191,4.0,1091.0,17.884666,0.0,29.807777,-6.071048517584792,43.003071227312084,-1.060187425971034,0.030890034874280214,-12.030768533905349
1192,3.0,1387.0,8.3895,0.0,1.0,-1.470102159718662,-45.99719434990485,0.6177700992027853,0.18358919080098035,-1.2772419514656077
1193,1.0,552.0,-1.5582777,0.07913889,100.0,-1.0583080656727262,24.342134915401537,2.8055692747334637,0.07059622571866031,0.5370681943098656
1194,1.0,1338.0,-2.1908333,0.0,0.0,4.5115231425861655,-41.16616822704177,-9.076030278772123,0.16191461727519485,-6.807552504112326
1195,2.0,648.0,26.392279,0.0,2.6094444,-3.2751537154416397,39.380204740236216,-20.939126953909792,0.006164069592952792,-6.3331742634673915
1196,4.0,949.0,13.089723,0.0,100.0,-2.395149390677613,44.826321507116184,-3.1889369219342854,-0.405685597936313,4.533522727708019
1197,5.0,884.0,23.079082,0.0,22.836666,-5.065854840417689,42.781231614808256,-12.118946878453093,-0.31527885381381315,-2.6694405342539134
1198,2.0,860.0,6.7324443,0.0,15.893333,-1.4262245506644202,43.91419489685695,1.8330229101975695,-0.13558677818378184,-1.43363554553191
1199,1.0,66.0,4.3887224,0.72105557,99.66167,-0.5904933307170843,-74.61380004397033,-1.5428009119729191,-0.3045522138575718,2.2286226639052202
1200,1.0,1055.0,16.881222,0.0,67.93445,5.106017018616191,52.24924311127265,0.9029270943601935,-0.034752974152564065,-3.4094913813869216
1201,3.0,1402.0,0.28077778,0.0,0.0,-1.602422519306355,-52.80841095336279,-0.5878312073946006,0.0922048178513819,0.35061551473538
1202,6.0,451.0,4.1040835,0.0,55.8475,-23.1509224921465,4.480963445504517,2.0056181703011164,-0.4480554735660567,0.3796435093879693
1203,4.0,1094.0,3.5611112,0.0,13.8875,-7.463054985682167,40.745954910437256,2.754395667235051,0.19353288235266586,-14.588905564129355
1204,6.0,30.0,12.8521385,0.0,63.439724,-3.806371291220204,-61.37003065639735,-0.771799501717096,-0.14935918017228822,-0.46548634324471294
1205,4.0,640.0,15.604167,0.06694444,17.61111,1.283126541356273,55.91022115923961,-2.7759049179355286,-0.04813587280114229,0.3185449554324147
1206,5.0,770.0,15.215834,0.0,51.22778,-2.468004673798884,52.242605737169626,-3.5034162367184924,-0.5355343958536851,-2.671127728104591
1207,4.0,804.0,14.2456665,0.0,44.49917,-4.590599236687037,45.393087184429156,-3.1629346386591655,-0.3576570371786847,-1.079830844601
1208,3.0,608.0,2.8411667,0.0,53.516666,0.13331574471793495,41.366594956040394,3.234129028638202,-0.28928760337830184,-4.536960075179738
1209,3.0,259.0,5.9,0.0,90.0,-0.06953549758593347,-70.8795807766517,-0.8487615813414267,0.02538844390709949,0.3974588535626733
1210,2.0,662.0,16.022667,0.0,73.68,-3.1117871652046922,39.49448419590792,-1.077331010301911,-0.16291980445385468,-3.552525258858998
1211,5.0,307.0,7.03925,0.0,9.104167,-2.419551983823384,-64.7697940910856,0.5846438043812885,-0.05673624088366935,-1.244793170889218
1212,6.0,757.0,21.703333,0.0,44.55,2.2255314640402677,55.987462011198204,-10.251999553819495,-0.4316096654335695,-3.7071863823930435
1213,5.0,1178.0,0.52566665,0.0,55.871666,-10.695753136515624,13.822060400605196,0.4134730851252826,-0.31905947430928894,-14.887712149262429
1214,4.0,469.0,-5.1828055,0.0,90.0,6.816469545284901,30.008941851178808,8.026040996034936,-0.14219647951920722,1.9997598927418383
1215,4.0,931.0,24.870417,0.047083333,37.2375,-4.143299726068975,42.361854497174434,-12.898054499149328,-0.16576840213935018,-2.6944648433923737
1216,5.0,253.0,6.4206667,0.0,50.13778,-2.2252862159212494,-63.68395323453347,0.738213490267591,-0.1300414183537173,-0.9712724828521426
1217,0.0,1354.0,2.6866667,0.086666666,38.266666,8.205772562523675,-40.70657146871089,-1.4149978343645757,0.1874292916059468,-2.5245041049520203
1218,4.0,447.0,4.1917777,0.31644446,90.0,6.0085507797797515,23.504022455970443,3.151094532370565,0.4591062030792239,0.4377661875486347
1219,1.0,1199.0,10.400222,0.49955556,100.0,9.410934043566392,48.949841421087584,-1.7524008100330781,-0.15428393638133597,27.23514969685674
1220,4.0,916.0,12.17275,0.07275,64.18,-3.8942848912477572,47.17311049882571,-2.2751237090031418,-0.1857209332386689,0.3556649673382477
1221,2.0,703.0,1.7693334,0.48075,100.0,-4.529537018954748,45.4969455343783,2.3156242673893734,0.45689092798034325,5.980398857623345
1222,1.0,1404.0,10.140111,1.1384444,100.0,4.368190233012049,-56.257822063664605,-0.07823555707931806,-2.2689754168192566,3.7116857892274866
1223,6.0,669.0,14.112695,0.08363889,82.43584,-0.7860621910492913,59.26312639939787,-2.4117760109106614,-0.13987161310513585,-1.2934729221661942
1224,4.0,685.0,8.755,0.0,64.416664,-2.178621385892228,46.341288215120635,-1.1320083550612274,-0.50416722118855,-8.063325056632362
1225,4.0,537.0,3.155111,0.0,59.267776,4.909687600930521,41.47518579562505,3.7950636917352734,-0.142740264137589,1.3015186885992671
1226,5.0,224.0,6.8,0.0,42.395832,-2.9876879703799766,-62.31357477722565,0.7497035082379941,-0.10995290227731225,-1.2582228537201898
1227,2.0,952.0,30.17661,0.0,15.4152775,2.333827832639207,40.96466809332371,-25.61737276693185,-0.04328854113816982,-7.220887293616932
1228,0.0,1331.0,7.5235558,0.0,100.0,10.114926294068505,-30.584777951657763,-2.4661770393649687,0.7643134920597072,7.4279302598834045
1229,0.0,194.0,7.7933335,0.0,53.306667,2.4435369429985556,-69.2283484609922,0.24415398498375707,0.15323763479788566,-0.7146919587254521
1230,1.0,1209.0,10.38425,0.51575,100.0,10.1596754398346,44.47466631192963,-2.1139763361314863,-0.2902988776167241,27.09525175793966
1231,1.0,1329.0,0.856,0.1,94.12,4.41893514587481,-42.99512287553152,-5.507415230929849,0.18994595452149587,-3.689494851787886
1232,5.0,1210.0,14.343,0.0,31.825556,-12.52114512479303,4.49589145147801,-2.370815899928407,0.07897513771057074,-11.362317493120832
1233,3.0,1112.0,12.196167,0.0,27.356112,-2.5294303254286508,40.29863281667232,-0.35514908293882685,0.11916573524474527,-14.53015121380488
1234,1.0,1302.0,1.1711667,0.15705556,94.42639,4.672573155105125,-33.42275183236599,-4.908381066381926,0.05574550910790732,-5.392353538235032
1235,6.0,1034.0,2.1183333,0.56430554,46.82639,0.44234814218678764,60.7111471004486,6.5532115601698475,0.8965655010143894,-5.551071073293688
1236,2.0,699.0,9.366445,0.0,74.674446,-3.8308051825364657,39.73286320420106,-0.49538517403603155,-0.3240963837305717,-5.413004627903307
1237,5.0,581.0,4.64525,1.6939167,100.0,6.87239370375873,42.88866419265669,3.2442024244864713,3.1843957283099487,3.475414444009459
1238,2.0,620.0,13.272166,0.0,11.353333,-2.3956170772910177,44.95854431784154,-1.8115383430719376,0.04719865228732667,-0.676150113185249
1239,2.0,224.0,0.5396389,0.0,69.138336,-0.15268165357908003,-71.17415522791943,0.23778313549359265,0.14455567530790692,-1.6490454993446662
1240,3.0,766.0,28.036444,0.17727777,78.18667,-4.119633143206425,33.73693200999497,-19.21357655709982,-0.008734335760275602,-1.3130702517032606
1241,2.0,132.0,-0.6421111,0.0,23.82,-0.18527705274026296,-68.4493869073391,0.01575423854589486,0.03592785406112631,-3.7330267408688886
1242,3.0,695.0,22.377083,0.0,43.680832,-4.197198189874497,41.72645337444545,-10.500288674612836,-0.12926135826110885,-3.17775752224525
1243,2.0,633.0,0.63872224,0.0,31.873888,-3.3394385173320877,44.87915188010535,3.269358468512702,-0.17015579664707348,-2.3429251312613513
1244,4.0,695.0,17.465944,0.1,11.593889,-2.267804724156857,53.10896276336907,-6.331148734370869,-0.023887311995026916,-3.2443150494297344
1245,4.0,715.0,12.195639,0.0,16.525278,-2.0754720964431943,55.43768212870757,-1.1592961920698541,-0.2751855661869054,-0.6129690600832345
1246,0.0,1438.0,17.723778,0.0,0.0,6.625022321303685,-47.47690918707849,-0.7706875012715653,0.32979838059345745,-6.827521486024061
1247,1.0,1036.0,5.4,0.22727777,100.0,2.190639386494988,64.90746511540809,2.6313393479784364,0.08176106087366541,10.581221539497374
1248,1.0,1358.0,1.7529722,2.7470279,100.0,1.9100644159019087,-52.41171484175326,-2.7391271697779516,-7.098256887773672,4.035946254700422
1249,4.0,547.0,13.635667,0.0,37.136665,5.519905299703282,40.24826917862891,-1.709960096915566,-0.051217628757160405,-4.047805470863985
1250,3.0,1146.0,14.374333,0.13141666,99.371666,-0.46451883999506904,55.076905340870226,-5.162084145625428,-0.03727715082963723,20.378845825910567
1251,0.0,275.0,4.7636666,0.39541668,74.59417,2.2133946666717605,-72.04301265670856,0.1875591698884942,-0.2607191846172019,0.8379320446252816
1252,2.0,898.0,13.2355,0.0019722222,52.078888,0.6027400561968381,44.75055414257448,-1.9600229666829043,-0.16625753712654312,0.6906813099781659
1253,0.0,966.0,19.335333,0.0,33.0,5.634438221514198,48.35629571314653,-4.578173225959153,-0.018886833628020572,-4.697940845231216
1254,1.0,382.0,4.9525557,0.0,90.0,12.866818171441555,5.968057588338848,4.1710171024998,0.10092529535293249,5.296579361955326
1255,5.0,932.0,13.474722,0.45494443,93.70333,-4.190015192508666,49.43707154365379,-3.731298901716869,0.8519312408765116,3.668925687193869
1256,5.0,504.0,12.064667,0.0,4.196111,-6.979811995009573,23.032062780876945,-3.9180255551934215,-0.34110185591380215,-6.054070642769339
1257,3.0,853.0,11.710222,0.0,38.835556,-3.0101138433615287,43.20341880869867,-1.8042810796499316,-0.22038165477912086,-1.1149151214758595
1258,3.0,45.0,19.67525,0.0,0.0,-0.16757953578234464,-60.01516536855699,-2.653554629822575,0.03942362642287911,-5.30952819887797
1259,5.0,1194.0,0.82169443,2.7378888,88.748886,-4.520978397011758,3.4726773470838768,-0.2635328404903352,1.9500481694142038,-16.57399293738604
1260,6.0,668.0,16.2,0.2,75.26945,0.26196475839615374,55.66284810658295,-3.6956558915376596,0.3549485794305771,-3.881178003986678
1261,0.0,599.0,14.391444,0.0036666666,68.25667,3.0179886255264226,38.44480611787242,0.33977046277125256,0.1535178469220786,2.0503112926681846
1262,5.0,485.0,2.8003333,0.0,98.23333,-3.1964331809679436,19.95192718048889,3.604437759518624,-0.5550651548306194,4.875180390477183
1263,1.0,484.0,-2.8835,0.0,100.0,3.7341534477869907,23.93968128903707,4.916443751295411,0.298122937122979,5.616230530381207
1264,5.0,676.0,11.612917,0.0,78.870834,1.013263254364329,55.95963017205398,-1.0519597490628598,-0.4288380444049924,-4.7804476861159015
1265,4.0,1399.0,0.5501389,0.0,68.41389,-4.1958941829999254,-57.08892339952787,-1.8764043979644804,0.2067066704432161,0.4086316139698045
1266,0.0,1034.0,7.4530554,0.0,31.987778,4.814946936180178,54.90411023806532,0.8416041166682997,-0.03749133372307201,-9.428472999125711
1267,1.0,1145.0,5.245167,0.0,100.0,5.433728502809988,66.38150756092867,2.31435852688551,-0.04154125499725447,24.790914862672494
1268,0.0,1134.0,12.420167,0.0,31.540833,10.410426756083979,42.54501880083483,-0.3712459159493453,0.18366871261596485,-14.744368905285988
1269,5.0,1278.0,12.5795,0.163,97.945,-13.027570306420346,-21.357818041205405,-0.5699497975508372,0.05671428326765415,5.212559101223945
1270,2.0,57.0,9.910833,0.10722222,100.0,0.14757015703121468,-71.73087085487445,0.4616399579048154,0.0018204279541973456,3.5806847882072104
1271,6.0,1028.0,4.7705,0.0,48.295,-1.7481997989813607,60.2381871989171,4.134836057305335,-0.39176173897584654,-5.292974440375962
1272,2.0,1386.0,16.053778,0.0,39.47778,3.5220767621795357,-46.78150436782837,1.904326862156391,0.27002754892905356,-3.8143857311606433
1273,5.0,737.0,18.226667,0.0,14.56,0.3951209825873345,57.64803261961539,-6.754217316647366,-0.2508109470605877,-2.136207921445374
1274,1.0,741.0,26.995,0.0,83.5,-1.1378930406769339,34.51076456417639,-16.663426814576,0.011623381773625763,-3.056134926577406
1275,5.0,1253.0,21.527,0.35766667,75.75166,-15.835517651081092,-2.478465956985951,9.94135741378864,0.15085985398292712,0.690692729512846
1276,1.0,1325.0,10.29125,0.1,98.8625,5.831662873824438,-32.913876474599036,-1.4727126011252407,0.3029162293672565,4.274025503595672
1277,2.0,881.0,1.9883333,1.3753333,98.753334,-2.4912753175695563,41.46977577969432,3.6871135145922516,2.472626367658375,0.9432501317560673
1278,1.0,1268.0,2.5462222,0.9151111,100.0,9.705730663498251,5.7074643819133435,1.022901664535198,-3.680546760201457,21.250493443866567
1279,4.0,292.0,4.771528,0.0,82.583336,-2.0717301439841567,-70.98338001932702,-0.24804448580741267,0.009765885611372038,-1.7554317726294206
1280,3.0,91.0,-0.71466666,0.0,11.706667,-0.9361190371116148,-68.61283250117303,0.27571443742513413,-0.025764212449392865,-4.182223740955194
1281,1.0,524.0,2.96675,0.05183333,35.256668,1.3973164566159166,28.494063240269824,3.0122036761840203,0.05777737049261722,-2.314463468114536
1282,3.0,1062.0,13.371111,0.0,0.2888889,-2.0134728902379795,45.86160790077846,-2.5322672271529796,-0.016410753806438638,-18.33188104319573
1283,4.0,616.0,4.420417,0.0,59.24917,2.23225813893478,47.56482252208394,2.6771624909639344,-0.3658117678960138,-4.412690724849699
1284,5.0,660.0,16.112,0.0,29.915556,3.3079402877489876,61.6772704527378,-1.909708925326677,-0.2406541018088637,-1.5816119369268449
1285,1.0,1099.0,-0.5238889,0.0,28.642221,2.010387354652071,44.224009671270856,-1.196998030384377,0.23264006531238612,-14.510478516360124
